id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
11477,Chevrolet,Cruze,1.6 LS,2011.0,140000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,113.0,,,Sahibinden,565000.0
11478,Chevrolet,Cruze,1.6 LS Plus,2011.0,197000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,1.0,3.0,Sahibinden,580000.0
11479,Chevrolet,Cruze,1.6 LS,2010.0,197000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,113.0,,,Sahibinden,485000.0
11480,Chevrolet,Cruze,1.6 Design Edition Plus,2012.0,204000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,0.0,4.0,Sahibinden,550000.0
11481,Chevrolet,Cruze,1.6 LS,2010.0,151000.0,Otomatik,LPG & Benzin,Sedan,Kırmızı,1598.0,113.0,,,Sahibinden,610000.0
11482,Hyundai,Elantra,1.6 D-CVVT Style,2016.0,138000.0,Düz,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,870000.0
11483,Chevrolet,Kalos,1.2 SE,2004.0,251000.0,Düz,Benzin,Hatchback/5,Mavi,1150.0,72.0,2.0,9.0,Sahibinden,254000.0
11484,Hyundai,i30,1.6 GDi Style,2013.0,69000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,138.0,0.0,4.0,Galeriden,895000.0
11485,Chevrolet,Aveo,1.4 LT,2012.0,149988.0,Düz,Benzin,Sedan,Beyaz,1398.0,100.0,0.0,3.0,Galeriden,489000.0
11486,Chevrolet,Aveo,1.4 LS,2011.0,105000.0,Düz,LPG & Benzin,Sedan,Beyaz,1398.0,100.0,0.0,9.0,Galeriden,350000.0
11487,Hyundai,i20,1.4 CRDi Jump,2014.0,173000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,4.0,Galeriden,569000.0
11488,Chevrolet,Cruze,1.6 WTCC Edition,2012.0,244000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1598.0,124.0,0.0,0.0,Sahibinden,485000.0
11489,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,215000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,6.0,Galeriden,685000.0
11490,Hyundai,i20,1.4 CVVT Team,2012.0,53000.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,88.0,3.0,2.0,Galeriden,640000.0
11491,Chevrolet,Cruze,1.6 Design Edition Plus,2011.0,190000.0,Düz,Benzin,Sedan,Beyaz,1598.0,124.0,0.0,5.0,Galeriden,520000.0
11492,Hyundai,i20,1.4 MPI Style,2015.0,43000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1300.0,88.0,2.0,1.0,Galeriden,893000.0
11493,Hyundai,i20,1.2 MPI Jump,2016.0,107000.0,Düz,Benzin,Hatchback/5,Kırmızı,1300.0,88.0,0.0,0.0,Galeriden,725000.0
11494,Hyundai,i30,1.6 CRDi Elite,2013.0,222000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,2.0,7.0,Galeriden,729000.0
11495,Hyundai,i20,1.4 CRDi Jump,2014.0,191000.0,Düz,Benzin,Hatchback/5,Beyaz,1300.0,88.0,1.0,2.0,Galeriden,569000.0
11496,Chevrolet,Cruze,1.6 LS Plus,2011.0,222000.0,Otomatik,LPG & Benzin,Sedan,Beyaz,1598.0,124.0,0.0,2.0,Sahibinden,540000.0
11497,Hyundai,i30,1.6 GDi Style,2013.0,85500.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,6.0,Galeriden,760000.0
11498,Hyundai,i10,1.2 D-CVVT Elite,2014.0,48000.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,88.0,,,Galeriden,799000.0
11499,Hyundai,i10,1.2 D-CVVT Elite,2015.0,87500.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,88.0,1.0,3.0,Galeriden,640000.0
11500,Hyundai,i30,1.6 CRDi Elite,2013.0,222000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,,,Galeriden,830000.0
11501,Hyundai,i30,1.6 CRDi Elite,2013.0,239000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,730000.0
11502,Hyundai,i20,1.4 MPI Style,2016.0,77000.0,Otomatik,Benzin,Hatchback/5,Kahverengi,1300.0,88.0,0.0,0.0,Galeriden,935000.0
11503,Hyundai,i20,1.4 MPI Style,2016.0,123000.0,Otomatik,Benzin,Hatchback/5,Mavi,1300.0,88.0,0.0,2.0,Galeriden,829000.0
11504,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2016.0,126000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,3.0,Galeriden,810000.0
11505,Hyundai,i20,1.2 MPI Jump,2014.0,89000.0,Düz,Benzin,Hatchback/5,Siyah,1300.0,88.0,0.0,4.0,Galeriden,590000.0
11506,Hyundai,i20,1.2 MPI Elite,2016.0,145000.0,Düz,Benzin,Hatchback/5,Kahverengi,1300.0,88.0,1.0,1.0,Galeriden,800000.0
11507,Hyundai,i30,1.6 GDi Elite,2012.0,178000.0,Otomatik,Benzin,Hatchback/5,Kahverengi,1500.0,138.0,0.0,3.0,Galeriden,870750.0
11508,Hyundai,i10,1.2 D-CVVT Elite,2016.0,52000.0,Otomatik,Benzin,Hatchback/5,Mavi,1300.0,88.0,,,Galeriden,845000.0
11509,Hyundai,Accent Blue,1.6 CRDI Mode Plus,2017.0,198000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,2.0,6.0,Galeriden,665000.0
11510,Hyundai,i20,1.2 MPI Jump,2017.0,157000.0,Düz,Benzin,Hatchback/5,Beyaz,1300.0,88.0,0.0,0.0,Galeriden,685000.0
11511,Hyundai,Getz,1.4 DOHC HY KLM,2008.0,210000.0,Düz,Benzin,Hatchback/5,Siyah,1300.0,88.0,1.0,4.0,Galeriden,405000.0
11512,Hyundai,i20,1.2 MPI Jump,2017.0,98000.0,Düz,Benzin,Hatchback/5,Kırmızı,1300.0,88.0,1.0,5.0,Galeriden,699500.0
11513,Hyundai,i20,1.4 CVVT Team,2011.0,84000.0,Otomatik,Benzin,Hatchback/5,Siyah,1300.0,88.0,0.0,0.0,Galeriden,705000.0
11514,Hyundai,Accent Era,1.4 Team,2009.0,248000.0,Düz,Benzin,Sedan,Gri,1300.0,88.0,0.0,0.0,Galeriden,475000.0
11515,Hyundai,Accent Era,1.4 Select,2009.0,122000.0,Düz,Benzin,Sedan,Gri,1300.0,88.0,1.0,0.0,Galeriden,515000.0
11516,Hyundai,Accent Era,1.5 CRDi-VGT Team,2010.0,217000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,1.0,2.0,Galeriden,455000.0
11517,Hyundai,Accent,1.5 CRDi GLS,2009.0,271000.0,Düz,Benzin,Hatchback/5,Gri,1500.0,88.0,0.0,0.0,Galeriden,405000.0
11518,Hyundai,Accent Era,1.4 Team,2006.0,290000.0,Düz,Benzin,Sedan,Gri,1300.0,88.0,0.0,0.0,Galeriden,349000.0
11519,Hyundai,Accent Era,1.4 Team,2010.0,204000.0,Düz,Benzin,Sedan,Beyaz,1300.0,88.0,1.0,5.0,Galeriden,470000.0
11520,Hyundai,Accent Era,1.4 Team,2009.0,120000.0,Düz,Benzin,Sedan,Sarı,1300.0,88.0,0.0,0.0,Galeriden,485000.0
11521,Hyundai,i20 Troy,1.2 DOHC Mode,2011.0,153000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,2.0,2.0,Galeriden,515000.0
11522,Hyundai,i10,1.1 Team,2009.0,139000.0,Otomatik,Benzin,Hatchback/5,Lacivert,1200.0,63.0,1.0,8.0,Galeriden,527500.0
11523,Hyundai,i20,1.2 MPI Team,2011.0,185000.0,Düz,Benzin,Hatchback/5,Mavi,1300.0,88.0,2.0,7.0,Galeriden,420000.0
11524,Hyundai,Getz,1.5 CRDi GLS,2004.0,117250.0,Düz,Benzin,Hatchback/5,Gri,1500.0,88.0,2.0,3.0,Galeriden,429750.0
11525,Hyundai,Accent,1.5 GLS,1999.0,350000.0,Düz,Benzin,Hatchback/5,Gri,1500.0,63.0,0.0,0.0,Galeriden,275000.0
11526,Hyundai,i30,1.6 CRDi Blue Drive,2015.0,205000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1500.0,138.0,0.0,6.0,Galeriden,723000.0
11527,Hyundai,Accent Era,1.4 Team,2010.0,323405.0,Düz,Benzin,Sedan,Siyah,1300.0,88.0,2.0,7.0,Galeriden,323000.0
11528,Hyundai,Accent Era,1.4 Team,2007.0,246000.0,Düz,Benzin,Sedan,Beyaz,1300.0,88.0,,,Galeriden,509900.0
11529,Hyundai,Getz,1.3 GLS,2004.0,232000.0,Düz,Benzin,Hatchback/5,Mavi,1300.0,88.0,1.0,4.0,Galeriden,349500.0
11530,Hyundai,Getz,1.4 DOHC AB AC,2011.0,149000.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,88.0,1.0,6.0,Galeriden,538750.0
11531,Hyundai,Accent Era,1.5 CRDi-VGT Team,2010.0,313000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,2.0,8.0,Galeriden,315000.0
11532,Hyundai,Getz,1.3 GLS,2005.0,178000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,88.0,0.0,5.0,Galeriden,409000.0
11533,Hyundai,Atos,1.0 GLS,1998.0,177000.0,Düz,Benzin,Hatchback/5,Lacivert,1200.0,63.0,,,Galeriden,235000.0
11534,Hyundai,Accent,1.6 Admire,2004.0,184000.0,Düz,Benzin,Sedan,Beyaz,1500.0,113.0,1.0,1.0,Galeriden,430950.0
11535,Hyundai,i20,1.2 D-CVVT Jump,2011.0,118000.0,Düz,Benzin,Hatchback/5,Gri,1300.0,138.0,0.0,0.0,Galeriden,560000.0
11536,Hyundai,Getz,1.3 GLS,2005.0,120000.0,Otomatik,Benzin,Hatchback/5,Mavi,1300.0,88.0,0.0,2.0,Galeriden,525000.0
11537,Hyundai,Getz,1.5 CRDi GLS,2004.0,422000.0,Düz,Benzin,Hatchback/5,Turkuaz,1500.0,88.0,0.0,0.0,Galeriden,300000.0
11538,Opel,Astra,1.6 Enjoy,2008.0,225000.0,Düz,LPG & Benzin,Sedan,Gri,,,0.0,2.0,Sahibinden,490000.0
11539,Opel,Astra,1.3 CDTI Essentia Konfor,2011.0,193000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,90.0,0.0,0.0,Sahibinden,635000.0
11540,Opel,Vectra,1.6 Comfort,2005.0,219000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598.0,100.0,1.0,4.0,Sahibinden,460000.0
11541,Opel,Astra,1.6 GL,1995.0,305000.0,Düz,LPG & Benzin,Hatchback/5,Gri (metalik),1598.0,100.0,3.0,0.0,Sahibinden,235000.0
11542,Opel,Astra,1.6 Edition,2017.0,106000.0,Düz,LPG & Benzin,Sedan,Gri,1598.0,115.0,,,Sahibinden,799000.0
11543,Opel,Corsa,1.4 Twinport Enjoy,2013.0,145870.0,Düz,Benzin,Hatchback/5,Şampanya,1364.0,100.0,0.0,0.0,Galeriden,560000.0
11544,Opel,Corsa,1.3 CDTI Enjoy,2015.0,180000.0,Düz,Benzin,Hatchback/5,Siyah,1248.0,75.0,1.0,3.0,Galeriden,630000.0
11545,Opel,Insignia,1.6 CDTI Grand Sport Excellence,2017.0,195000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1598.0,136.0,0.0,6.0,Galeriden,975000.0
11546,Opel,Astra,1.6 CDTI Business,2015.0,238000.0,Düz,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,0.0,Galeriden,535000.0
11547,Opel,Astra,1.6 CD,2000.0,290000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,100.0,,,Galeriden,390000.0
11548,Opel,Astra,1.6 CDTI Sport,2015.0,256000.0,Düz,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,0.0,Galeriden,675000.0
11549,Opel,Astra,1.3 CDTI ecoFLEX Cosmo,2012.0,355000.0,Düz,Dizel,Hatchback/5,Füme,1248.0,95.0,0.0,10.0,Galeriden,495000.0
11550,Opel,Corsa,1.3 CDTI Active,2014.0,159000.0,Düz,Benzin,Hatchback/5,Gri,1248.0,95.0,4.0,1.0,Galeriden,499000.0
11551,Opel,Astra,1.6 Edition,2017.0,76000.0,Düz,Benzin,Sedan,Gri,1500.0,113.0,0.0,0.0,Galeriden,815000.0
11552,Opel,Insignia,1.6 CDTI Cosmo,2016.0,150000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,0.0,Galeriden,1059500.0
11553,Opel,Astra,1.6 Edition,2015.0,310000.0,Düz,Benzin,Sedan,Beyaz,1598.0,115.0,0.0,4.0,Galeriden,465000.0
11554,Opel,Corsa,1.3 CDTI Essentia,2004.0,246000.0,Düz,Benzin,Hatchback/5,Kırmızı,1248.0,70.0,0.0,0.0,Galeriden,372500.0
11555,Opel,Astra,1.6 CDTI Design,2017.0,178000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,1.0,5.0,Galeriden,758000.0
11556,Opel,Astra,1.6 GLS,1997.0,310000.0,Düz,Benzin,Hatchback/5,Bordo,1598.0,100.0,0.0,0.0,Galeriden,245000.0
11557,Opel,Astra,1.3 CDTI Enjoy,2006.0,249000.0,Düz,Benzin,Hatchback/5,Gri,1248.0,90.0,,,Galeriden,430000.0
11558,Opel,Astra,1.6 GLS,1998.0,320000.0,Düz,Benzin,Sedan,Beyaz,1598.0,100.0,0.0,3.0,Galeriden,277000.0
11559,Opel,Astra,1.6 CDTI Sport,2015.0,193500.0,Düz,Dizel,Hatchback/5,Mavi,1598.0,136.0,1.0,4.0,Galeriden,690000.0
11560,Opel,Corsa,1.7 DTi Comfort,2003.0,268000.0,Düz,Benzin,Hatchback/3,Beyaz,1686.0,75.0,0.0,0.0,Galeriden,415000.0
11561,Opel,Astra,1.6 Edition Plus,2018.0,108000.0,Düz,Benzin,Sedan,Beyaz,1598.0,115.0,0.0,4.0,Galeriden,755000.0
11562,Opel,Astra,1.6 CDTI Edition,2014.0,232000.0,Düz,Benzin,Sedan,Gri,1598.0,136.0,0.0,6.0,Galeriden,649000.0
11563,Opel,Astra,1.6 Edition Plus,2016.0,188000.0,Düz,Benzin,Sedan,Beyaz,1598.0,115.0,4.0,2.0,Galeriden,535000.0
11564,Opel,Corsa,1.4 Enjoy,2015.0,77000.0,Otomatik,Benzin,Hatchback/5,Gri,1398.0,90.0,3.0,3.0,Galeriden,749500.0
11565,Opel,Corsa,1.4 Comfort,2001.0,249000.0,Düz,LPG & Benzin,Hatchback/3,Kırmızı,1389.0,90.0,,,Galeriden,289000.0
11566,Opel,Astra,1.6 CDTI Enjoy,2015.0,88000.0,Otomatik,Benzin,Hatchback/5,Gri,1598.0,136.0,0.0,0.0,Galeriden,1045000.0
11567,Opel,Corsa,1.4 Comfort,2003.0,229750.0,Düz,Benzin,Hatchback/5,Yeşil,1389.0,90.0,0.0,0.0,Galeriden,375000.0
11568,Opel,Astra,1.4 T Edition Plus,2020.0,65000.0,Düz,LPG & Benzin,Sedan,Beyaz,1364.0,140.0,,,Galeriden,930000.0
11569,Opel,Astra,1.6 CDTI Design,2018.0,181500.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,2.0,1.0,Galeriden,715000.0
11570,Opel,Corsa,1.4 GLS,1998.0,240000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1389.0,90.0,1.0,0.0,Galeriden,310000.0
11571,Opel,Astra,1.6 CDTI Sport,2015.0,236000.0,Düz,Dizel,Hatchback/5,Beyaz,1598.0,136.0,0.0,3.0,Galeriden,649000.0
11572,Opel,Corsa,1.4 Twinport Enjoy 111,2012.0,135000.0,Otomatik,Benzin,Hatchback/5,Gri,1364.0,100.0,1.0,8.0,Galeriden,620000.0
11573,Opel,Insignia,1.6 CDTI Elite,2016.0,236000.0,Otomatik,Benzin,Sedan,Siyah,1598.0,136.0,1.0,3.0,Galeriden,780000.0
11574,Opel,Astra,1.6 CDTI Sport,2014.0,368000.0,Düz,Benzin,Hatchback/5,Siyah,1598.0,136.0,0.0,5.0,Galeriden,625000.0
11575,Opel,Astra,1.6 Classic Twinport,2006.0,307000.0,Düz,Benzin,Sedan,Gri,1598.0,103.0,0.0,0.0,Galeriden,345000.0
11576,Opel,Vectra,2.0 CD,1997.0,340000.0,Otomatik,Benzin,Sedan,Kahverengi,1998.0,136.0,0.0,12.0,Galeriden,315000.0
11577,Opel,Astra,1.6 Essentia,2013.0,179000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598.0,115.0,,,Galeriden,650000.0
11578,Opel,Astra,1.6 Enjoy,2009.0,175000.0,Düz,Benzin,Hatchback/5,Mavi,1598.0,115.0,0.0,3.0,Galeriden,560000.0
11579,Opel,Astra,1.6 CD,2000.0,391000.0,Düz,Benzin,Sedan,Gri,1598.0,100.0,0.0,0.0,Galeriden,340000.0
11580,Opel,Astra,1.6 Comfort,2001.0,390000.0,Düz,Benzin,Sedan,Mavi,1598.0,100.0,3.0,10.0,Galeriden,324999.0
11581,Fiat,Egea,1.3 Multijet Easy,2020.0,125000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,0.0,Sahibinden,772000.0
11582,Opel,Corsa,1.4 Twinport Enjoy,2011.0,217000.0,Otomatik,Benzin,Hatchback/5,Gri,1364.0,100.0,0.0,1.0,Galeriden,549000.0
11583,Opel,Vectra,1.6 Comfort,2007.0,298000.0,Düz,Benzin,Sedan,Siyah,1598.0,105.0,0.0,0.0,Galeriden,430000.0
11584,Fiat,Albea,1.3 Multijet Active,2006.0,282500.0,Düz,Dizel,Sedan,Mavi,1248.0,70.0,1.0,0.0,Sahibinden,305000.0
11585,Opel,Astra,1.6 Comfort,2004.0,160000.0,Otomatik,Benzin,Sedan,Gri,1598.0,100.0,0.0,0.0,Galeriden,535000.0
11586,Fiat,Punto,1.3 Multijet Easy,2013.0,284000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,75.0,0.0,0.0,Sahibinden,500000.0
11587,Opel,Corsa,1.4 Swing,1998.0,175000.0,Düz,Benzin,Hatchback/5,Mavi,1389.0,90.0,0.0,0.0,Galeriden,250000.0
11588,Opel,Corsa,1.2 Twinport Enjoy,2007.0,192000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,1229.0,80.0,0.0,5.0,Galeriden,525000.0
11589,Opel,Vectra,1.6 GL,1993.0,297500.0,Düz,LPG & Benzin,Sedan,Kırmızı,1598.0,75.0,,,Galeriden,167500.0
11590,Fiat,Egea,1.6 Multijet Urban,2018.0,109000.0,Düz,Dizel,Sedan,Beyaz,1598.0,120.0,1.0,3.0,Sahibinden,700000.0
11591,Fiat,Egea,1.3 Multijet Easy,2017.0,133990.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,,,Sahibinden,740000.0
11592,Fiat,Punto,Grande 1.4 Fire Dynamic,2008.0,199000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,Gri,1368.0,77.0,4.0,0.0,Sahibinden,365000.0
11593,Fiat,Palio,1.2 EL,2001.0,340000.0,Düz,LPG & Benzin,Hatchback/5,Gri,1242.0,74.0,0.0,0.0,Sahibinden,180000.0
11594,Fiat,Linea,1.3 Multijet Urban,2012.0,152000.0,Düz,Dizel,Sedan,Bordo,1248.0,95.0,,,Sahibinden,530000.0
11595,Fiat,Egea,1.4 Fire Easy,2021.0,99000.0,Düz,Benzin,Sedan,Mavi,1368.0,95.0,,,Sahibinden,685000.0
11596,Fiat,Marea,1.6 ELX,2001.0,193000.0,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1596.0,103.0,1.0,1.0,Sahibinden,265000.0
11597,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2014.0,178500.0,Yarı Otomatik,Dizel,MPV,Siyah,1248.0,85.0,0.0,3.0,Sahibinden,630000.0
11598,Fiat,Linea,1.3 Multijet Urban,2013.0,173000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,4.0,Sahibinden,495000.0
11599,Fiat,Albea,Sole 1.3 Multijet Active,2010.0,285000.0,Düz,Dizel,Sedan,Gri,1248.0,70.0,,,Sahibinden,435000.0
11600,Fiat,Linea,1.3 Multijet Active Plus,2012.0,339178.0,Düz,Dizel,Sedan,Siyah,1248.0,95.0,,,Sahibinden,405000.0
11601,Fiat,Linea,1.3 Multijet Pop,2015.0,225000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,2.0,1.0,Sahibinden,450000.0
11602,Fiat,Uno,70 S,1996.0,269000.0,Düz,LPG & Benzin,Hatchback/3,Beyaz,1372.0,71.0,,,Sahibinden,165000.0
11603,Fiat,Punto,EVO 1.3 Multijet Active,2011.0,240000.0,Düz,Dizel,Hatchback/5,Kırmızı,1248.0,75.0,0.0,6.0,Sahibinden,385000.0
11604,Fiat,Egea,1.3 Multijet Easy,2018.0,144000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,,,Sahibinden,693000.0
11605,Fiat,Egea,1.4 Fire Street,2020.0,63700.0,Düz,Benzin,Hatchback/5,Beyaz,1368.0,95.0,0.0,0.0,Sahibinden,710000.0
11606,Fiat,Linea,1.3 Multijet Pop,2017.0,147000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,1.0,Sahibinden,610000.0
11607,Fiat,Stilo,1.6 Actual,2004.0,185000.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1596.0,103.0,0.0,3.0,Sahibinden,330000.0
11608,Fiat,Egea,1.3 Multijet Easy Plus,2018.0,76000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,95.0,1.0,3.0,Sahibinden,749000.0
11609,Fiat,Tipo,1.6 CTX,1989.0,234000.0,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1500.0,88.0,0.0,0.0,Sahibinden,110000.0
11610,Fiat,Uno,70 S,1997.0,260000.0,Düz,Benzin,Hatchback/5,Beyaz,1372.0,71.0,,,Sahibinden,169000.0
11611,Fiat,Albea,Sole 1.3 Multijet Active Plus,2015.0,190000.0,Düz,Dizel,Sedan,Beyaz,1300.0,88.0,0.0,3.0,Sahibinden,480000.0
11612,Fiat,Linea,1.3 Multijet Active Plus,2012.0,236000.0,Düz,Dizel,Sedan,Beyaz,1248.0,90.0,0.0,2.0,Sahibinden,460000.0
11613,Fiat,Egea,1.3 Multijet Urban,2022.0,26000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,95.0,0.0,0.0,Sahibinden,990000.0
11614,Fiat,Punto,Grande 1.4 Fire Dynamic,2006.0,318000.0,Düz,LPG & Benzin,Hatchback/5,Mavi,1368.0,77.0,1.0,11.0,Sahibinden,320000.0
11615,Fiat,Linea,1.3 Multijet Pop,2016.0,126500.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,2.0,3.0,Sahibinden,525000.0
11616,Fiat,Egea,1.4 Fire Easy,2021.0,77000.0,Düz,Benzin,Sedan,Mavi (metalik),1368.0,95.0,0.0,0.0,Sahibinden,745000.0
11617,Fiat,Egea,1.3 Multijet Easy,2020.0,99000.0,Düz,Dizel,Sedan,Gri,1248.0,95.0,0.0,2.0,Sahibinden,750000.0
11618,Fiat,Tipo,1.6 SX,1996.0,197638.0,Düz,LPG & Benzin,Hatchback/5,Siyah,1581.0,75.0,0.0,0.0,Sahibinden,230000.0
11619,Fiat,Punto,1.3 Multijet Easy,2012.0,291500.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248.0,95.0,,,Sahibinden,465000.0
11620,Fiat,Linea,1.3 Multijet Pop,2015.0,124000.0,Düz,Dizel,Sedan,Gri (Gümüş),1248.0,95.0,0.0,2.0,Sahibinden,550000.0
11621,Fiat,Egea,1.4 Fire Easy,2021.0,59000.0,Düz,Benzin,Sedan,Beyaz,1368.0,95.0,1.0,0.0,Sahibinden,725000.0
11622,Fiat,Bravo,1.4 T-Jet Active Plus,2011.0,252000.0,Düz,Benzin,Hatchback/5,Gri (Gümüş),1368.0,120.0,0.0,1.0,Sahibinden,440000.0
11623,Fiat,Palio,1.3 Multijet Dynamic,2005.0,234000.0,Düz,Dizel,Hatchback/5,Beyaz,1248.0,70.0,1.0,10.0,Sahibinden,315000.0
11624,Fiat,Palio,1.4 EL Weekend,2001.0,325000.0,Düz,LPG & Benzin,Station wagon,Gri (Gümüş),1400.0,74.0,,,Sahibinden,255000.0
11625,Fiat,Egea,1.3 Multijet Easy,2018.0,126000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,4.0,Sahibinden,670000.0
11626,Fiat,Siena,1.4 EL,2001.0,272000.0,Düz,LPG & Benzin,Sedan,Beyaz,1372.0,71.0,3.0,8.0,Sahibinden,238000.0
11627,Fiat,Linea,1.3 Multijet Urban,2012.0,102000.0,Düz,Dizel,Sedan,Gri (metalik),1248.0,95.0,1.0,2.0,Sahibinden,570000.0
11628,Fiat,Albea,1.3 Multijet EL,2004.0,393000.0,Düz,Dizel,Sedan,Kahverengi,1248.0,70.0,2.0,11.0,Sahibinden,265000.0
11629,Fiat,Tempra,1.6 SX A,1993.0,146000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,90.0,0.0,11.0,Sahibinden,190000.0
11630,Fiat,Egea,1.4 Fire Easy Plus,2024.0,28000.0,Düz,Benzin,Sedan,Gri (Gümüş),1300.0,88.0,0.0,0.0,Sahibinden,880000.0
11631,Fiat,Punto,Grande 1.3 Multijet Active,2011.0,113800.0,Düz,Dizel,Hatchback/5,Gri (Gümüş),1248.0,90.0,,,Sahibinden,530000.0
11632,Fiat,Marea,1.6 ELX,2001.0,230000.0,Düz,LPG & Benzin,Sedan,Gri (metalik),1581.0,103.0,,,Sahibinden,257000.0
11633,Fiat,Linea,1.3 Multijet Pop,2013.0,216000.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,1.0,2.0,Sahibinden,470000.0
11634,Fiat,Egea,1.3 Multijet Easy Plus,2018.0,182886.0,Düz,Dizel,Sedan,Beyaz,1248.0,95.0,0.0,3.0,Sahibinden,680000.0
11635,Fiat,Linea,1.3 Multijet Urban,2014.0,140000.0,Düz,Dizel,Sedan,Bordo,1248.0,95.0,,,Sahibinden,600000.0
11636,Mercedes - Benz,E,250 AMG,2015.0,135000.0,Otomatik,Benzin,Coupe,Beyaz,1900.0,213.0,0.0,0.0,Galeriden,2090000.0
11637,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2016.0,76000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,0.0,0.0,Galeriden,1565000.0
11638,Fiat,Egea,1.4 Fire Easy,2018.0,28000.0,Düz,LPG & Benzin,Sedan,Beyaz,1368.0,95.0,0.0,0.0,Sahibinden,698000.0
11639,Mercedes - Benz,E,180 Elite,2015.0,210700.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,,,Galeriden,1689000.0
11640,Mercedes - Benz,C,C 180 AMG,2013.0,156000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,1.0,4.0,Galeriden,1099500.0
11641,Mercedes - Benz,E,180 AMG,2015.0,172000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,7.0,Galeriden,1750000.0
11642,Mercedes - Benz,E,180 Edition E,2015.0,147000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,0.0,0.0,Galeriden,2150000.0
