id,marka,seri,model,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,degisen_sayisi,boyali_sayisi,kimden,fiyat
40485,Ford,Focus,1.5 TDCi Trend X,2016.0,274000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,1.0,Galeriden,769000.0
40486,Ford,Ka,1.3 Collection,2001.0,124000.0,Düz,Benzin,Hatchback/3,Mavi,1300.0,63.0,0.0,0.0,Galeriden,155000.0
40487,Ford,Fiesta,1.4 Collection,2009.0,195000.0,Düz,Benzin,Hatchback/5,Füme,1388.0,80.0,1.0,7.0,Galeriden,429000.0
40488,Ford,Focus,1.5 TDCi Style,2016.0,145000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1060000.0
40489,Ford,C-Max,1.5 TDCi Titanium,2016.0,148000.0,Otomatik,Benzin,MPV,Beyaz,1499.0,120.0,0.0,3.0,Galeriden,1065000.0
40490,Ford,Fiesta,1.4 TDCi Titanium,2012.0,195000.0,Düz,Benzin,Hatchback/5,Mor,1398.0,70.0,0.0,0.0,Galeriden,575000.0
40491,Ford,Focus,1.5 TDCi Titanium,2016.0,198000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,963000.0
40492,Ford,Fiesta,1.6 Titanium,2013.0,116000.0,Otomatik,Benzin,Hatchback/5,Bordo,1500.0,113.0,,,Galeriden,769500.0
40493,Ford,Fiesta,1.4 TDCi Trend,2011.0,217176.0,Düz,Dizel,Hatchback/5,Beyaz,1398.0,70.0,0.0,4.0,Sahibinden,525000.0
40494,Ford,Fiesta,1.6 Trend X,2015.0,106000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,1.0,3.0,Galeriden,769750.0
40495,Ford,Focus,1.6 TDCi Titanium X,2015.0,273000.0,Düz,Dizel,Hatchback/5,Beyaz,1560.0,115.0,1.0,2.0,Galeriden,715000.0
40496,Ford,Focus,1.5 TDCi Trend X,2020.0,137000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,120.0,1.0,2.0,Galeriden,1119750.0
40497,Ford,Focus,1.6 Ambiente,2000.0,315000.0,Düz,Benzin,Hatchback/5,Mavi,1596.0,100.0,2.0,6.0,Galeriden,325000.0
40498,Ford,Mondeo,2.0 GLX,1998.0,298000.0,Düz,Benzin,Sedan,Beyaz,1988.0,130.0,0.0,12.0,Galeriden,215000.0
40499,Ford,Fiesta,1.25 Trend,2011.0,225000.0,Düz,Benzin,Hatchback/5,Gri,1242.0,82.0,3.0,5.0,Galeriden,329500.0
40500,Ford,Focus,1.5 TDCi Titanium,2017.0,255000.0,Yarı Otomatik,Dizel,Sedan,Beyaz,1499.0,120.0,0.0,0.0,Galeriden,950000.0
40501,Ford,Fiesta,1.5 TDCi Trend,2013.0,221000.0,Düz,Benzin,Hatchback/5,Beyaz,1498.0,75.0,0.0,0.0,Galeriden,587500.0
40502,Ford,Focus,1.5 TDCi Titanium,2020.0,118000.0,Otomatik,Benzin,Sedan,Gri,1500.0,120.0,0.0,0.0,Galeriden,1350000.0
40503,Ford,Focus,1.5 TDCi Titanium,2020.0,100000.0,Otomatik,Dizel,Sedan,Füme,1500.0,120.0,0.0,0.0,Galeriden,1390000.0
40504,Ford,Fiesta,1.5 TDCi Trend,2013.0,212000.0,Düz,Benzin,Hatchback/5,Siyah,1498.0,75.0,0.0,0.0,Galeriden,495000.0
40505,Ford,Focus,1.5 TDCi Titanium,2017.0,190000.0,Yarı Otomatik,Dizel,Sedan,Gri,1499.0,120.0,,,Galeriden,690000.0
40506,Ford,Focus,1.5 TDCi Trend X,2019.0,187000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,120.0,0.0,1.0,Galeriden,1035000.0
40507,Ford,Fiesta,1.25 My Fiesta,2011.0,127000.0,Düz,Benzin,Hatchback/5,Beyaz,1242.0,82.0,1.0,6.0,Galeriden,579000.0
40508,Ford,Fiesta,1.4 Trend,2012.0,175000.0,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1388.0,96.0,1.0,2.0,Galeriden,690000.0
40509,Ford,Focus,1.6 TDCi Trend,2009.0,255000.0,Düz,Dizel,Sedan,Gri,1560.0,110.0,1.0,2.0,Galeriden,449500.0
40510,Ford,Fiesta,1.4 TDCi Comfort,2004.0,224000.0,Düz,Dizel,Hatchback/3,Beyaz,1399.0,68.0,3.0,2.0,Galeriden,310000.0
40511,Ford,Fiesta,1.4 TDCi Trend,2011.0,175000.0,Düz,Benzin,Hatchback/5,Beyaz,1398.0,70.0,0.0,4.0,Galeriden,530000.0
40512,Ford,Focus,1.6 Comfort,2011.0,200000.0,Düz,LPG & Benzin,Hatchback/5,Beyaz,1596.0,100.0,0.0,1.0,Galeriden,639000.0
40513,Ford,C-Max,1.6 TDCi Ghia,2005.0,257000.0,Düz,Dizel,MPV,Mavi,1560.0,110.0,0.0,0.0,Galeriden,444000.0
40514,Ford,Fiesta,1.4 TDCi Titanium,2010.0,140000.0,Düz,Dizel,Hatchback/5,Mavi,1398.0,70.0,1.0,1.0,Galeriden,545000.0
40515,Ford,Focus,1.5 Ti-VCT Trend X,2021.0,42000.0,Otomatik,Benzin,Sedan,Beyaz,1497.0,123.0,1.0,1.0,Galeriden,1175000.0
40516,Ford,Focus,1.5 TDCi Trend X,2021.0,128000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,120.0,0.0,1.0,Galeriden,1235000.0
40517,Ford,Focus,1.6 TDCi Trend X,2013.0,135450.0,Düz,Benzin,Sedan,Beyaz,1560.0,95.0,0.0,3.0,Galeriden,800000.0
40518,Ford,Focus,1.6 Comfort,2010.0,193000.0,Otomatik,Benzin,Sedan,Gri,1596.0,100.0,0.0,1.0,Galeriden,674750.0
40519,Ford,Fiesta,1.4 TDCi Trend,2011.0,186000.0,Düz,Benzin,Hatchback/5,Beyaz,1398.0,70.0,1.0,0.0,Galeriden,540000.0
40520,Ford,Focus,1.6 TDCi Trend X,2013.0,200000.0,Düz,Dizel,Sedan,Beyaz,1560.0,95.0,2.0,3.0,Galeriden,690000.0
40521,Ford,Focus,1.5 TDCi Trend X,2016.0,242000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,3.0,Galeriden,835000.0
40522,Ford,Focus,1.6 TDCi Trend X,2012.0,240000.0,Düz,Benzin,Sedan,Beyaz,1560.0,95.0,1.0,3.0,Galeriden,645000.0
40523,Ford,Fiesta,1.25 Trend,2011.0,237000.0,Düz,Benzin,Hatchback/5,Gri,1242.0,82.0,0.0,1.0,Galeriden,515900.0
40524,Mercedes - Benz,E,200,1989.0,313500.0,Düz,Benzin,Sedan,Siyah,1997.0,109.0,,,Galeriden,295000.0
40525,Mercedes - Benz,C,C 180 AMG,2015.0,208000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,3.0,Galeriden,1569000.0
40526,Mercedes - Benz,B,B 150 Boyut,2007.0,209000.0,Otomatik,LPG & Benzin,MPV,Gri,1498.0,95.0,0.0,0.0,Galeriden,595000.0
40527,Mercedes - Benz,230,E,1980.0,400000.0,Düz,LPG & Benzin,Sedan,Mavi,2299.0,136.0,,,Galeriden,245000.0
40528,Mercedes - Benz,C,C 180 Exclusive,2016.0,139000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,1940000.0
40529,Mercedes - Benz,E,220 CDI Avantgarde,2011.0,287000.0,Otomatik,Benzin,Sedan,Siyah,2250.0,163.0,0.0,6.0,Galeriden,1470000.0
40530,Mercedes - Benz,E,220 D Exclusive,2024.0,21000.0,Otomatik,Benzin,Sedan,Lacivert,1900.0,188.0,0.0,0.0,Galeriden,7550000.0
40531,Mercedes - Benz,C,C 200 Kompressor Avantgarde,2008.0,140000.0,Otomatik,Benzin,Sedan,Gri (Gümüş),1796.0,184.0,0.0,6.0,Galeriden,1075000.0
40532,Mercedes - Benz,B,B 180 CDI BlueEFFICIENCY Style,2014.0,132000.0,Otomatik,Benzin,MPV,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1135000.0
40533,Mercedes - Benz,CLA,45 S AMG Performance,2022.0,17000.0,Otomatik,Benzin,Coupe,Gri,1900.0,413.0,0.0,0.0,Galeriden,5990000.0
40534,Mercedes - Benz,E,250 AMG,2015.0,71000.0,Otomatik,Benzin,Coupe,Beyaz,1900.0,213.0,,,Galeriden,2099000.0
40535,Mercedes - Benz,S,S 500 500,1999.0,215000.0,Otomatik,Benzin,Sedan,Siyah,4750.0,313.0,0.0,0.0,Galeriden,890000.0
40536,Mercedes - Benz,E,400 CDI Avantgarde,2003.0,301300.0,Otomatik,Benzin,Sedan,Şampanya,3996.0,260.0,0.0,5.0,Galeriden,1575000.0
40537,Mercedes - Benz,E,320 Avantgarde,2003.0,330000.0,Otomatik,Benzin,Sedan,Gri,3250.0,213.0,1.0,0.0,Galeriden,1145000.0
40538,Mercedes - Benz,E,180 Edition E,2016.0,140000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,0.0,0.0,Galeriden,2175000.0
40539,Mercedes - Benz,E,220 CDI Avantgarde,2011.0,171000.0,Otomatik,Benzin,Sedan,Beyaz,2250.0,163.0,1.0,1.0,Galeriden,1649750.0
40540,Mercedes - Benz,E,300 AMG,2017.0,156000.0,Otomatik,Benzin,Coupe,Beyaz,1900.0,238.0,0.0,0.0,Galeriden,3290000.0
40541,Mercedes - Benz,C,C 280 Sport,1995.0,294000.0,Otomatik,Benzin,Sedan,Siyah,2750.0,188.0,0.0,0.0,Galeriden,865000.0
40542,Mercedes - Benz,190,190 E 1.8,1991.0,298800.0,Düz,Benzin,Sedan,Gri,1700.0,113.0,0.0,0.0,Galeriden,750000.0
40543,Mercedes - Benz,E,280,1995.0,173000.0,Otomatik,Benzin,Sedan,Lacivert,2750.0,188.0,0.0,0.0,Galeriden,1380000.0
40544,Mercedes - Benz,B,B 160 Boyut,2010.0,145000.0,Otomatik,Benzin,MPV,Beyaz,1500.0,88.0,1.0,0.0,Galeriden,848000.0
40545,Mercedes - Benz,C,C 200 d BlueTEC AMG,2014.0,278000.0,Otomatik,Benzin,Sedan,Gri,1598.0,136.0,0.0,2.0,Galeriden,1395000.0
40546,Mercedes - Benz,CLA,200 AMG,2013.0,85000.0,Otomatik,Benzin,Coupe,Beyaz,1500.0,163.0,5.0,3.0,Galeriden,1270000.0
40547,Mercedes - Benz,C,C 200 d BlueTEC Exclusive,2016.0,280000.0,Otomatik,Dizel,Sedan,Siyah,1598.0,136.0,0.0,1.0,Galeriden,1575000.0
40548,Mercedes - Benz,E,200 Kompressor Avantgarde,2007.0,499000.0,Otomatik,Benzin,Sedan,Gri,1796.0,184.0,2.0,0.0,Galeriden,1000000.0
40549,Mercedes - Benz,C,C 200 D AMG,2015.0,322000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,1.0,1.0,Galeriden,1249785.0
40550,Mercedes - Benz,B,B 180 Progressive,2020.0,77000.0,Otomatik,Benzin,MPV,Beyaz,1300.0,138.0,0.0,0.0,Galeriden,1829750.0
40551,Mercedes - Benz,C,C 180 BlueEFFICIENCY Fascination,2010.0,298000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,,,Galeriden,850000.0
40552,Mercedes - Benz,C,C 200 Exclusive,2020.0,88000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,188.0,0.0,2.0,Galeriden,2495000.0
40553,Mercedes - Benz,E,200 Kompressor Avantgarde,2008.0,411000.0,Otomatik,Benzin,Sedan,Gri,1796.0,184.0,0.0,1.0,Galeriden,1300000.0
40554,Mercedes - Benz,E,220 CDI Start,2012.0,221000.0,Otomatik,Benzin,Sedan,Beyaz,2143.0,170.0,0.0,3.0,Galeriden,1730000.0
40555,Mercedes - Benz,E,200 d Exclusive,2019.0,232000.0,Otomatik,Dizel,Sedan,Siyah,1597.0,160.0,0.0,0.0,Galeriden,2675000.0
40556,Mercedes - Benz,E,180 Exclusive,2017.0,125000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,163.0,2.0,1.0,Galeriden,1970000.0
40557,Mercedes - Benz,E,250 EditionE,2015.0,182000.0,Otomatik,Benzin,Sedan,Lacivert,1900.0,213.0,0.0,5.0,Galeriden,1895000.0
40558,Mercedes - Benz,E,180 AMG,2017.0,160000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,163.0,1.0,3.0,Galeriden,2390000.0
40559,Mercedes - Benz,C,C 200 AMG,2018.0,135000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,188.0,0.0,0.0,Galeriden,2320000.0
40560,Mercedes - Benz,C,C 180 Fascination,2014.0,73000.0,Otomatik,Benzin,Sedan,Gri,1595.0,156.0,0.0,3.0,Galeriden,1950000.0
40561,Mercedes - Benz,CLA,180 D Comfort,2017.0,138000.0,Otomatik,Benzin,Coupe,Beyaz,1500.0,113.0,0.0,5.0,Galeriden,1535000.0
40562,Mercedes - Benz,E,180 Exclusive,2024.0,6003.0,Otomatik,Benzin,Sedan,Yeşil,1500.0,163.0,0.0,0.0,Galeriden,5690000.0
40563,Mercedes - Benz,S,55 AMG,2003.0,350000.0,Otomatik,Benzin,Sedan,Siyah,5250.0,488.0,0.0,11.0,Galeriden,2200000.0
40564,Mercedes - Benz,C,C 200 D AMG,2015.0,230000.0,Otomatik,Benzin,Sedan,Beyaz,1598.0,136.0,0.0,2.0,Galeriden,1415000.0
40565,Mercedes - Benz,E,250 CDI Edition,2015.0,316000.0,Otomatik,Benzin,Sedan,Beyaz,2143.0,204.0,0.0,0.0,Galeriden,2365000.0
40566,Mercedes - Benz,C,C 200 D Comfort,2018.0,150000.0,Otomatik,Benzin,Sedan,Siyah,1598.0,136.0,3.0,0.0,Galeriden,1850000.0
40567,Mercedes - Benz,S,S 500 500 L,2004.0,101700.0,Otomatik,Benzin,Sedan,Gri,4750.0,313.0,0.0,0.0,Galeriden,2975000.0
40568,Audi,A3,A3 Sedan 1.6 TDI Attraction,2013.0,121000.0,Otomatik,Dizel,Sedan,Beyaz,1500.0,113.0,,,Galeriden,1245000.0
40569,Mercedes - Benz,E,200 Kompressor Avantgarde,1999.0,393000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,1.0,4.0,Galeriden,725000.0
40570,Audi,A6,A6 Sedan 2.0 TDI,2008.0,399000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,136.0,2.0,6.0,Galeriden,775750.0
40571,Mercedes - Benz,A,A 180 CDI BlueEFFICIENCY AMG,2014.0,200000.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1500.0,113.0,0.0,1.0,Galeriden,1285000.0
40572,Mercedes - Benz,S,S 350 350 CDI L,2011.0,433750.0,Otomatik,Benzin,Sedan,Siyah,2750.0,238.0,,,Galeriden,2395000.0
40573,Audi,A4,A4 Sedan 2.0 TDI,2014.0,270500.0,Otomatik,Dizel,Sedan,Siyah,1968.0,150.0,,,Galeriden,1225000.0
40574,Mercedes - Benz,E,220 CDI BlueEFFICIENCY,2011.0,367000.0,Otomatik,Benzin,Sedan,Siyah,2250.0,163.0,0.0,2.0,Galeriden,1450000.0
40575,Mercedes - Benz,B,B 170 Prestige,2006.0,280000.0,Otomatik,Benzin,MPV,Beyaz,1700.0,113.0,0.0,5.0,Galeriden,479000.0
40576,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020.0,87000.0,Otomatik,Benzin,Sedan,Mavi,1500.0,138.0,1.0,4.0,Galeriden,1538750.0
40577,Audi,A5,A5 Coupe 2.0 TFSI Quattro,2011.0,240000.0,Yarı Otomatik,Benzin,Coupe,Beyaz,1984.0,211.0,,,Galeriden,999000.0
40578,Audi,A6,A6 Sedan 40 TDI Quattro Design,2021.0,60000.0,Otomatik,Dizel,Sedan,Siyah,1900.0,213.0,,,Galeriden,4275000.0
40579,Audi,A5,A5 Sportback 45 TFSI Quattro S Line,2024.0,6500.0,Otomatik,Benzin,Hatchback/5,Beyaz,1900.0,263.0,0.0,0.0,Yetkili Bayiden,4390000.0
40580,Audi,A4,A4 Sedan 1.6,2008.0,254000.0,Düz,LPG & Benzin,Sedan,Gri,1595.0,102.0,2.0,8.0,Galeriden,515000.0
40581,Audi,A3,A3 Sedan 35 TFSI Dynamic,2020.0,61000.0,Otomatik,Benzin,Sedan,Gri,1500.0,138.0,0.0,3.0,Galeriden,1639900.0
40582,Audi,A5,A5 Sportback 1.4 TFSI Sport,2018.0,159000.0,Otomatik,Benzin,Hatchback/5,Kahverengi,1300.0,138.0,0.0,0.0,Galeriden,2150000.0
40583,Audi,A3,A3 Sedan 35 TFSI Advanced,2024.0,20000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,138.0,0.0,0.0,Galeriden,2395000.0
40584,Audi,A6,A6 Sedan 40 TDI Quattro S Line,2022.0,40000.0,Otomatik,Benzin,Sedan,Gri,1900.0,238.0,0.0,0.0,Galeriden,5075000.0
40585,Audi,A4,A4 Sedan 2.0 TDI,2011.0,235000.0,Otomatik,Dizel,Sedan,Siyah,1968.0,143.0,,,Galeriden,960000.0
40586,Audi,A3,A3 Sedan 35 TFSI S-Line,2021.0,64471.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,138.0,0.0,0.0,Galeriden,2049750.0
40587,Audi,A3,A3 Sportback 35 TFSI Advanced,2021.0,40000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,,,Galeriden,1550000.0
40588,Audi,A4,A4 Sedan 40 TDI Advanced,2020.0,226000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,213.0,0.0,0.0,Galeriden,2085000.0
40589,Audi,A5,A5 Sportback 2.0 TDI Quattro,2016.0,226000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1900.0,188.0,0.0,0.0,Galeriden,1575000.0
40590,Audi,A6,A6 Sedan 2.0 TDI,2015.0,148500.0,Otomatik,Dizel,Sedan,Siyah,1900.0,188.0,,,Yetkili Bayiden,2250000.0
40591,Audi,A3,A3 Sedan 1.6 TDI Sport Line,2016.0,170000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,2.0,5.0,Galeriden,1095000.0
40592,Audi,A4,A4 Sedan 2.0 TDI,2014.0,232000.0,Otomatik,Dizel,Sedan,Beyaz,1968.0,150.0,,,Galeriden,1035000.0
40593,Audi,A3,A3 Sedan 1.6 TDI Dynamic,2019.0,131000.0,Otomatik,Benzin,Sedan,Gri,1500.0,113.0,0.0,3.0,Galeriden,1545500.0
40594,Audi,A5,A5 Sportback 40 TDI Quattro Advanced,2024.0,6500.0,Otomatik,Benzin,Hatchback/5,Mavi,1900.0,213.0,0.0,0.0,Galeriden,3999900.0
40595,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2016.0,204000.0,Otomatik,Benzin,Sedan,Siyah,1300.0,138.0,0.0,0.0,Galeriden,1520000.0
40596,Audi,A3,A3 Sportback 30 TFSI Dynamic,2019.0,70000.0,Otomatik,Benzin,Hatchback/5,Mavi,1200.0,113.0,0.0,1.0,Galeriden,1199900.0
40597,Audi,A4,A4 Sedan 40 TDI Quattro S Line,2024.0,6001.0,Otomatik,Benzin,Sedan,Mavi,1900.0,213.0,0.0,0.0,Galeriden,4050000.0
40598,Audi,A4,A4 Sedan 2.0 TDI,2011.0,226000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,143.0,0.0,0.0,Galeriden,979750.0
40599,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016.0,200000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,188.0,1.0,4.0,Galeriden,1997000.0
40600,Audi,A3,A3 Sportback 1.6 TDI Ambiente,2015.0,215000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,1.0,3.0,Galeriden,1175000.0
40601,Audi,A4,A4 Sedan 40 TDI Advanced,2020.0,88000.0,Yarı Otomatik,Dizel,Sedan,Kahverengi,1968.0,190.0,,,Galeriden,2550000.0
40602,Audi,A4,A4 Avant 2.0 TDI,2007.0,363000.0,Düz,Benzin,Station wagon,Füme,1968.0,140.0,0.0,6.0,Galeriden,850000.0
40603,Audi,A4,A4 Sedan 2.0 TDI,2008.0,230000.0,Otomatik,Benzin,Sedan,Siyah,1968.0,143.0,0.0,3.0,Galeriden,940000.0
40604,Audi,A3,A3 Sportback 35 TFSI S-Line,2024.0,32000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,138.0,0.0,0.0,Galeriden,2499000.0
40605,Audi,A3,A3 Sportback 1.6 TDI Sport Line,2016.0,159000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1250000.0
40606,Audi,A4,A4 Sedan 40 TDI Advanced,2021.0,111000.0,Otomatik,Benzin,Sedan,Siyah,1900.0,213.0,2.0,0.0,Galeriden,2390000.0
40607,Audi,A3,A3 Sedan 1.6 TDI Design Line,2017.0,115000.0,Otomatik,Benzin,Sedan,Siyah,1500.0,113.0,,,Galeriden,1349000.0
40608,Audi,A4,A4 Sedan 2.0 TDI,2012.0,212000.0,Otomatik,Benzin,Sedan,Beyaz,1968.0,177.0,0.0,0.0,Galeriden,1179000.0
40609,Audi,S,S3 2.0 TFSI Quattro,2016.0,109500.0,Otomatik,Benzin,Hatchback/5,Kırmızı,1900.0,288.0,1.0,0.0,Galeriden,2165000.0
40610,Audi,A3,A3 Sedan 1.6 TDI Attraction,2015.0,190000.0,Otomatik,Benzin,Sedan,Beyaz,1500.0,113.0,0.0,0.0,Galeriden,1035000.0
40611,Audi,A4,A4 Sedan 1.4 TFSI Design,2016.0,165000.0,Otomatik,Benzin,Sedan,Siyah,1300.0,138.0,0.0,0.0,Galeriden,1595000.0
40612,Audi,A3,A3 Sportback 1.6 TDI Design Line,2016.0,145000.0,Otomatik,Benzin,Hatchback/5,Siyah,1500.0,113.0,0.0,0.0,Galeriden,1385000.0
40613,Audi,A5,A5 Sportback 2.0 TDI Quattro,2014.0,270000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1900.0,188.0,0.0,4.0,Galeriden,1385000.0
40614,Audi,A5,A5 Sportback 1.4 TFSI,2017.0,210000.0,Otomatik,Benzin,Hatchback/5,Gri,1300.0,138.0,0.0,4.0,Galeriden,2250000.0
40615,Audi,A6,A6 Sedan 40 TDI Quattro Advanced,2023.0,27600.0,Otomatik,Benzin,Sedan,Mavi,1900.0,213.0,0.0,0.0,Galeriden,4595000.0
40616,Audi,A3,A3 Sportback 35 TFSI Sport,2020.0,47000.0,Otomatik,Benzin,Hatchback/5,Gri,1500.0,138.0,0.0,0.0,Galeriden,1715000.0
40617,Audi,A4,A4 Sedan 40 TDI Quattro Advanced,2023.0,27000.0,Otomatik,Benzin,Sedan,Beyaz,1900.0,213.0,2.0,1.0,Galeriden,2950000.0
40618,Tofaş,Şahin,Şahin 5 Vites,1991.0,170000.0,Düz,LPG & Benzin,Sedan,Lacivert,1581.0,80.0,,,Sahibinden,101500.0
40619,Tofaş,Şahin,1.6,1992.0,250000.0,Düz,LPG & Benzin,Sedan,Siyah,1581.0,,0.0,0.0,Sahibinden,140000.0
40620,Tofaş,Şahin,1.4,1996.0,275000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1372.0,71.0,0.0,11.0,Sahibinden,132000.0
40621,Tofaş,Kartal,SL,1993.0,150000.0,Düz,LPG & Benzin,Station wagon,Bordo,1581.0,83.0,0.0,0.0,Sahibinden,132000.0
40622,Audi,A4,A4 Sedan 1.8 TFSI,2010.0,108000.0,Düz,Benzin,Sedan,Füme,1700.0,113.0,0.0,0.0,Galeriden,920000.0
40623,Tofaş,Kartal,Kartal 5 Vites,1995.0,97000.0,Düz,LPG & Benzin,Station wagon,Mavi,1581.0,83.0,,,Sahibinden,190000.0
40624,Audi,A3,A3 Sportback 1.4 TFSI Ambition,2009.0,329000.0,Otomatik,Benzin,Hatchback/5,Beyaz,1300.0,113.0,3.0,7.0,Galeriden,635000.0
40625,Audi,A4,A4 Sedan 1.4 TFSI Dynamic,2016.0,220000.0,Otomatik,Benzin,Sedan,Siyah,1300.0,138.0,,,Galeriden,1395000.0
40626,Tofaş,Şahin,Şahin 5 Vites,1995.0,295000.0,Düz,LPG & Benzin,Sedan,Turkuaz,,,,,Sahibinden,160000.0
40627,Tofaş,Doğan,L,1990.0,100000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,83.0,0.0,12.0,Sahibinden,125000.0
40628,Tofaş,Kartal,SL,1993.0,385000.0,Düz,LPG & Benzin,Station wagon,Mavi (metalik),1581.0,83.0,0.0,0.0,Sahibinden,135000.0
40629,Audi,A6,A6 Sedan 2.0 TDI,2012.0,338000.0,Otomatik,Benzin,Sedan,Siyah,1968.0,177.0,0.0,5.0,Galeriden,1485000.0
40630,Tofaş,Şahin,1.6,2000.0,57500.0,Düz,LPG & Benzin,Sedan,Gri,1581.0,,,,Sahibinden,210000.0
40631,Tofaş,Doğan,SL,1992.0,179000.0,Düz,LPG & Benzin,Sedan,Füme,1581.0,83.0,0.0,11.0,Sahibinden,225000.0
40632,Tofaş,Şahin,1.6,1990.0,200000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,,0.0,0.0,Sahibinden,120000.0
40633,Tofaş,Şahin,1.4,1998.0,200000.0,Düz,LPG & Benzin,Sedan,Beyaz,1372.0,71.0,0.0,0.0,Sahibinden,225000.0
40634,Tofaş,Şahin,1.6,1994.0,100000.0,Düz,LPG & Benzin,Sedan,Beyaz,,,,,Sahibinden,180000.0
40635,Tofaş,Şahin,1.6,1992.0,7000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,,,,Sahibinden,150000.0
40636,Tofaş,Şahin,S,1999.0,350000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,1.0,0.0,Sahibinden,195000.0
40637,Tofaş,Doğan,SLX,1996.0,165000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,83.0,,,Sahibinden,280000.0
40638,Tofaş,Şahin,S,1994.0,200000.0,Düz,LPG & Benzin,Sedan,Gri (titanyum),1581.0,80.0,,,Sahibinden,165000.0
40639,Tofaş,Doğan,SLX,1994.0,143000.0,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581.0,83.0,1.0,0.0,Sahibinden,270000.0
40640,Tofaş,Şahin,1.6,1994.0,243000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1581.0,,1.0,0.0,Sahibinden,150000.0
40641,Tofaş,Doğan,L,1992.0,10000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,83.0,,,Sahibinden,139999.0
40642,Tofaş,Doğan,L,1992.0,55000.0,Düz,LPG & Benzin,Sedan,Füme,1581.0,83.0,,,Sahibinden,145000.0
40643,Tofaş,Şahin,S,1998.0,115000.0,Düz,LPG & Benzin,Sedan,Beyaz,1581.0,80.0,0.0,0.0,Sahibinden,265000.0
40644,Tofaş,Şahin,1.6,1992.0,93000.0,Düz,Benzin,Sedan,Kırmızı,1581.0,,,,Sahibinden,155000.0
40645,Tofaş,Şahin,1.6,1987.0,167500.0,Düz,Benzin,Sedan,Bej,1600.0,88.0,0.0,0.0,Galeriden,105000.0
40646,Tofaş,Doğan,L,1992.0,100000.0,Düz,LPG & Benzin,Sedan,Füme,1581.0,83.0,,,Galeriden,139000.0
40647,Tofaş,Şahin,1.6,1992.0,100000.0,Düz,LPG & Benzin,Sedan,Kırmızı,1581.0,50.0,,,Galeriden,160000.0
40648,Tofaş,Doğan,SL,1993.0,100000.0,Düz,LPG & Benzin,Sedan,Bordo,1581.0,83.0,0.0,0.0,Sahibinden,160000.0
40649,Tofaş,Şahin,1.6 ie,2001.0,92000.0,Düz,Benzin,Sedan,Gri,1500.0,88.0,0.0,0.0,Galeriden,395000.0
