marka,model_tam,yil,km,fiyat,renk,sehir,ilce,satici_tipi,seri,trim
Opel,Astra 1.6 Enjoy,2005,238.0,430.000 TL,Lacivert,Balıkesir,Karesi,Sahibinden,Astra,1.6 Enjoy
Opel,Corsa 1.3 CDTI Essentia,2007,146.0,395.000 TL,Mavi,Samsun,Atakum,Sahibinden,Corsa,1.3 CDTI Essentia
Opel,Astra 1.3 CDTI Essentia,2012,273.0,600.000 TL,Füme,Samsun,İlkadım,Sahibinden,Astra,1.3 CDTI Essentia
Opel,Astra 1.6 CDTI Elite,2016,108.0,1.150.000 TL,Beyaz,Kocaeli,Gölcük,Sahibinden,Astra,1.6 CDTI Elite
Opel,Astra 1.6 Comfort,2004,340.0,370.000 TL,Lacivert,Kahramanmaraş,Dulkadiroğlu,Sahibinden,Astra,1.6 Comfort
Opel,Corsa 1.2 Comfort,2002,232.0,355.000 TL,Yeşil,Konya,Karatay,Galeriden,Corsa,1.2 Comfort
Opel,Astra 1.4 T Cosmo,2012,135.0,875.000 TL,Siyah,Balıkesir,Altıeylül,Sahibinden,Astra,1.4 T Cosmo
Opel,Astra 1.4 T Enjoy Plus,2010,175.0,740.000 TL,Lacivert,Isparta,Merkez,Sahibinden,Astra,1.4 T Enjoy Plus
Opel,Astra 1.3 CDTI Enjoy,2006,187.0,615.000 TL,Gri,Artvin,Borçka,Sahibinden,Astra,1.3 CDTI Enjoy
Opel,Kadett 1.3 GL,1987,59.0,129.000 TL,Kırmızı,Ankara,Etimesgut,Sahibinden,Kadett,1.3 GL
Opel,Astra 1.6 CDTI Design,2017,158.0,909.000 TL,Beyaz,İstanbul,Bahçelievler,Sahibinden,Astra,1.6 CDTI Design
Opel,Corsa 1.2 Essential,2021,70.0,854.000 TL,Beyaz,İstanbul,Kağıthane,Sahibinden,Corsa,1.2 Essential
Opel,Astra 1.6 Essentia Konfor,2012,195.0,635.000 TL,Gümüş Gri,Tokat,Turhal,Galeriden,Astra,1.6 Essentia Konfor
Opel,Astra 1.6 Elegance Twinport,2005,348.2,400.000 TL,Gri,İzmir,Kemalpaşa,Sahibinden,Astra,1.6 Elegance Twinport
Opel,Astra 1.2 T GS Line,2022,56.0,1.640.000 TL,Kırmızı,Aydın,Efeler,Sahibinden,Astra,1.2 T GS Line
Opel,Corsa 1.2 T GS,2023,58.0,1.300.000 TL,Gri,İstanbul,Çekmeköy,Sahibinden,Corsa,1.2 T GS
Opel,Insignia 2.0 CDTI Cosmo,2012,317.0,585.000 TL,Beyaz,İstanbul,Esenyurt,Sahibinden,Insignia,2.0 CDTI Cosmo
Opel,Insignia 1.6 CDTI Grand Sport T Excellence,2017,151.0,1.238.500 TL,Beyaz,Bursa,Nilüfer,Sahibinden,Insignia,1.6 CDTI Grand Sport T Excellence
Opel,Corsa 1.4 Sport,1999,315.0,242.200 TL,Beyaz,Ankara,Keçiören,Sahibinden,Corsa,1.4 Sport
Opel,Corsa 1.2 T Edition,2024,14.5,1.205.000 TL,Gümüş Gri,İstanbul,Kartal,Sahibinden,Corsa,1.2 T Edition
Opel,Astra 1.6 GLS,1998,265.0,225.000 TL,Kahverengi,İzmir,Gaziemir,Galeriden,Astra,1.6 GLS
Opel,Astra 1.4 T Dynamic,2016,151.0,1.061.000 TL,Kırmızı,Rize,Merkez,Sahibinden,Astra,1.4 T Dynamic
Opel,Corsa 1.2 T Elegance,2023,10.35,1.395.000 TL,Kırmızı,Kayseri,Talas,Sahibinden,Corsa,1.2 T Elegance
Opel,Astra 1.3 CDTI Enjoy 111.Yıl,2011,135.865,663.000 TL,Siyah,Antalya,Muratpaşa,Sahibinden,Astra,1.3 CDTI Enjoy 111.Yıl
Opel,Insignia 1.6 T Sports Tourer Cosmo,2009,209.0,630.000 TL,Füme,İstanbul,Bahçelievler,Sahibinden,Insignia,1.6 T Sports Tourer Cosmo
Opel,Astra 1.6 Enjoy,2007,281.0,500.000 TL,Siyah,Sakarya,Adapazarı,Sahibinden,Astra,1.6 Enjoy
Opel,Vectra 2.0 GLS,1996,269.0,269.999 TL,Beyaz,Eskişehir,Mihalıççık,Sahibinden,Vectra,2.0 GLS
Opel,Astra 1.6 Comfort,2001,346.0,295.000 TL,Gri,Denizli,Merkezefendi,Sahibinden,Astra,1.6 Comfort
Opel,Astra 1.3 CDTI Enjoy,2008,220.0,573.500 TL,Gümüş Gri,Ankara,Keçiören,Sahibinden,Astra,1.3 CDTI Enjoy
Opel,Corsa 1.3 CDTI Essentia,2009,261.0,412.000 TL,Sarı,Kırklareli,Merkez,Sahibinden,Corsa,1.3 CDTI Essentia
Opel,Corsa 1.0 ECO Club,2002,248.0,339.000 TL,Gri,Çanakkale,Biga,Sahibinden,Corsa,1.0 ECO Club
Opel,Astra 1.6 Edition Plus,2016,136.0,830.000 TL,Gümüş Gri,Adana,Seyhan,Sahibinden,Astra,1.6 Edition Plus
Opel,Corsa 1.5 D Edition,2021,170.0,890.000 TL,Siyah,Edirne,Merkez,Sahibinden,Corsa,1.5 D Edition
Opel,Meriva 1.6 Essentia,2007,281.0,370.000 TL,Siyah,Düzce,Merkez,Galeriden,Meriva,1.6 Essentia
Opel,Astra 1.3 CDTI Enjoy,2007,245.0,489.000 TL,Lacivert,Balıkesir,Karesi,Galeriden,Astra,1.3 CDTI Enjoy
Opel,Astra 1.6 CDTI Sport,2014,165.0,827.000 TL,Gri,Afyonkarahisar,Merkez,Galeriden,Astra,1.6 CDTI Sport
Opel,Astra 1.6 Enjoy,2008,316.0,485.000 TL,Gri,Antalya,Alanya,Galeriden,Astra,1.6 Enjoy
Opel,Corsa 1.2 Essentia,2016,100.0,810.000 TL,Beyaz,Gaziantep,Nizip,Sahibinden,Corsa,1.2 Essentia
Opel,Astra 1.6 Enjoy,2008,116.0,705.000 TL,Gri,Konya,Ereğli,Sahibinden,Astra,1.6 Enjoy
Opel,Vectra 1.6 GL,1997,287.128,430.000 TL,Füme,Manisa,Akhisar,Sahibinden,Vectra,1.6 GL
Opel,Corsa 1.4 Essentia,2015,267.0,690.000 TL,Kırmızı,Muğla,Fethiye,Galeriden,Corsa,1.4 Essentia
Opel,Astra 1.4 T Edition Plus,2020,194.0,960.000 TL,Gri,Diyarbakır,Yenişehir,Sahibinden,Astra,1.4 T Edition Plus
Opel,Corsa 1.4 Swing,1996,338.0,260.000 TL,Beyaz,Malatya,Battalgazi,Sahibinden,Corsa,1.4 Swing
Opel,Astra 1.3 CDTI Essentia Konfor,2011,189.552,650.000 TL,Füme,Düzce,Kaynaşlı,Sahibinden,Astra,1.3 CDTI Essentia Konfor
Opel,Astra 1.6 Edition,2015,145.0,835.000 TL,Beyaz,Ankara,Gölbaşı,Galeriden,Astra,1.6 Edition
Opel,Astra 1.6 CDTI Design,2016,222.0,854.850 TL,Mavi,Kocaeli,Gölcük,Galeriden,Astra,1.6 CDTI Design
Opel,Astra 1.2 T GS,2025,15.0,1.865.000 TL,Gri,Kocaeli,Başiskele,Sahibinden,Astra,1.2 T GS
Opel,Corsa 1.4 Twinport Enjoy,2004,205.0,365.000 TL,Gri,İstanbul,Sultanbeyli,Galeriden,Corsa,1.4 Twinport Enjoy
Opel,Astra 1.6 CDTI Excellence,2016,210.0,824.995 TL,Mavi,Niğde,Merkez,Sahibinden,Astra,1.6 CDTI Excellence
Opel,Insignia 2.0 CDTI Edition,2011,400.0,590.000 TL,Siyah,Ankara,Akyurt,Sahibinden,Insignia,2.0 CDTI Edition
Opel,Corsa 1.4 Twinport Enjoy 111,2012,123.0,725.000 TL,Siyah,Bursa,Karacabey,Galeriden,Corsa,1.4 Twinport Enjoy 111
Opel,Astra 1.6 Edition,2015,154.0,810.000 TL,Beyaz,Diyarbakır,Ergani,Sahibinden,Astra,1.6 Edition
Opel,Insignia 1.4 T Edition Elegance,2012,160.0,680.000 TL,Gri,İstanbul,Maltepe,Sahibinden,Insignia,1.4 T Edition Elegance
Opel,Corsa 1.4 Twinport Enjoy,2009,185.0,699.999 TL,Gümüş Gri,Samsun,Havza,Galeriden,Corsa,1.4 Twinport Enjoy
Opel,Insignia 1.6 T Cosmo,2010,269.0,690.000 TL,Beyaz,Tekirdağ,Süleymanpaşa,Galeriden,Insignia,1.6 T Cosmo
Opel,Astra 1.6 Business,2013,140.0,475.000 TL,Mavi,Manisa,Turgutlu,Galeriden,Astra,1.6 Business
Opel,Astra 1.6 Essentia Konfor,2012,220.0,659.000 TL,Siyah,Antalya,Kepez,Galeriden,Astra,1.6 Essentia Konfor
Opel,Astra 1.6 Essentia,2012,175.0,645.000 TL,Beyaz,İstanbul,Bağcılar,Galeriden,Astra,1.6 Essentia
Opel,Astra 1.6 Essentia Konfor,2013,124.8,755.000 TL,Gri,Manisa,Alaşehir,Sahibinden,Astra,1.6 Essentia Konfor
Opel,Astra 1.6 CDTI Design,2018,228.0,995.750 TL,Beyaz,Kocaeli,İzmit,Sahibinden,Astra,1.6 CDTI Design
Opel,Insignia 2.0 CDTI Edition Elegance,2014,268.0,619.000 TL,Füme,İstanbul,Küçükçekmece,Galeriden,Insignia,2.0 CDTI Edition Elegance
Opel,Astra 1.3 CDTI Enjoy,2008,291.0,575.000 TL,Gümüş Gri,Afyonkarahisar,İscehisar,Sahibinden,Astra,1.3 CDTI Enjoy
Opel,Corsa 1.4 Swing,1998,279.0,249.000 TL,Beyaz,Ankara,Çankaya,Galeriden,Corsa,1.4 Swing
Opel,Corsa 1.2 Enjoy,2004,194.0,305.000 TL,Gümüş Gri,Bursa,Nilüfer,Galeriden,Corsa,1.2 Enjoy
Opel,Astra 1.6 Edition Plus,2017,126.0,865.000 TL,Beyaz,Ankara,Sincan,Galeriden,Astra,1.6 Edition Plus
Opel,Corsa 1.2 T Ultimate,2021,89.0,1.250.000 TL,Kırmızı,İstanbul,Kadıköy,Sahibinden,Corsa,1.2 T Ultimate
Opel,Astra 1.6 Enjoy,2007,207.0,420.000 TL,Gri,Antalya,Alanya,Galeriden,Astra,1.6 Enjoy
Opel,Vectra 2.2 Elegance,2003,350.0,390.000 TL,Gri,Tekirdağ,Çerkezköy,Sahibinden,Vectra,2.2 Elegance
Opel,Vectra 1.9 CDTI Comfort,2008,384.0,465.000 TL,Siyah,İstanbul,Başakşehir,Galeriden,Vectra,1.9 CDTI Comfort
Opel,Astra 1.3 CDTI Essentia,2008,373.0,345.000 TL,Gri,İstanbul,Gaziosmanpaşa,Galeriden,Astra,1.3 CDTI Essentia
Opel,Vectra 2.0 DTI CD,2000,314.0,245.000 TL,Gümüş Gri,Ankara,Yenimahalle,Sahibinden,Vectra,2.0 DTI CD
Opel,Corsa 1.2 T Edition,2025,7.05,1.375.000 TL,Gümüş Gri,Bursa,Nilüfer,Galeriden,Corsa,1.2 T Edition
Opel,Corsa 1.2 Twinport Enjoy,2005,134.0,505.000 TL,Beyaz,Aksaray,Merkez,Galeriden,Corsa,1.2 Twinport Enjoy
Opel,Astra 1.4 T Enjoy,2016,103.0,975.000 TL,Kahverengi,İstanbul,Bahçelievler,Sahibinden,Astra,1.4 T Enjoy
Opel,Astra 1.3 CDTI EcoFLEX Cosmo,2011,237.0,664.900 TL,Siyah,Bursa,Nilüfer,Galeriden,Astra,1.3 CDTI EcoFLEX Cosmo
Opel,Astra 1.6 CDTI Dynamic,2015,220.0,1.090.000 TL,Gri,İzmir,Konak,Sahibinden,Astra,1.6 CDTI Dynamic
Opel,Corsa 1.3 CDTI Enjoy 111,2012,205.0,555.000 TL,Mavi,Mersin,Silifke,Sahibinden,Corsa,1.3 CDTI Enjoy 111
Opel,Astra 1.4 T Sport,2015,240.0,775.000 TL,Beyaz,Malatya,Akçadağ,Sahibinden,Astra,1.4 T Sport
Opel,Corsa 1.4 Enjoy,2017,124.8,865.000 TL,Beyaz,Hatay,Antakya,Galeriden,Corsa,1.4 Enjoy
Opel,Astra 1.4 Classic,2001,310.0,305.000 TL,Beyaz,Muş,Merkez,Sahibinden,Astra,1.4 Classic
Opel,Astra 1.6 CDTI Edition Plus,2016,210.0,789.900 TL,Gri,İstanbul,Ümraniye,Galeriden,Astra,1.6 CDTI Edition Plus
Opel,Corsa 1.3 CDTI Enjoy,2008,280.0,515.000 TL,Gri,Rize,Merkez,Galeriden,Corsa,1.3 CDTI Enjoy
Opel,Astra 1.4 Classic,2000,218.0,355.000 TL,Beyaz,Ankara,Mamak,Sahibinden,Astra,1.4 Classic
Opel,Vectra 1.6 Comfort,2007,165.0,625.000 TL,Gümüş Gri,Kastamonu,Merkez,Galeriden,Vectra,1.6 Comfort
Opel,Astra 1.4 T Cosmo,2012,209.0,749.950 TL,Siyah,Ordu,Fatsa,Galeriden,Astra,1.4 T Cosmo
Opel,Vectra 1.6 Elegance,2004,380.0,296.750 TL,Bej,Gaziantep,Nurdağı,Galeriden,Vectra,1.6 Elegance
Opel,Corsa 1.4 GLS,1997,100.0,400.000 TL,Mavi,Muğla,Bodrum,Sahibinden,Corsa,1.4 GLS
Opel,Corsa 1.3 CDTI Essentia,2005,283.0,486.000 TL,Siyah,Kırşehir,Merkez,Sahibinden,Corsa,1.3 CDTI Essentia
Opel,Vectra 2.0 GLS,1996,335.0,289.000 TL,Bordo,Konya,Ereğli,Galeriden,Vectra,2.0 GLS
Opel,Vectra 2.0 CD,1999,280.0,245.000 TL,Kırmızı,Denizli,Pamukkale,Sahibinden,Vectra,2.0 CD
Opel,Vectra 2.0 T Elegance,2006,335.0,525.000 TL,Siyah,İzmir,Seferihisar,Galeriden,Vectra,2.0 T Elegance
Opel,Insignia 1.5 D Ultimate,2020,135.0,1.550.000 TL,Gri,İstanbul,Bağcılar,Galeriden,Insignia,1.5 D Ultimate
Opel,Astra 1.6 GL,1997,250.0,210.000 TL,Şampanya,Afyonkarahisar,Merkez,Galeriden,Astra,1.6 GL
Opel,Astra 1.6 Essentia,2013,148.0,729.000 TL,Beyaz,Kütahya,Tavşanlı,Galeriden,Astra,1.6 Essentia
Opel,Corsa 1.3 CDTI Color Edition,2012,195.0,675.000 TL,Beyaz,Konya,Ereğli,Sahibinden,Corsa,1.3 CDTI Color Edition
Opel,Astra 1.3 CDTI Essentia,2007,215.0,465.000 TL,Lacivert,Aydın,Söke,Galeriden,Astra,1.3 CDTI Essentia
Opel,Astra 1.6 GLS,1997,240.0,350.000 TL,Siyah,Bilecik,Merkez,Galeriden,Astra,1.6 GLS
Opel,Corsa 1.4 Comfort,2001,157.0,425.000 TL,Yeşil,İstanbul,Bahçelievler,Galeriden,Corsa,1.4 Comfort
Opel,Insignia 1.6 CDTI Grand Sport T Enjoy,2019,122.0,1.525.000 TL,Beyaz,Iğdır,Merkez,Sahibinden,Insignia,1.6 CDTI Grand Sport T Enjoy
Opel,Astra 1.2 T GS,2025,10.0,1.800.000 TL,Gümüş Gri,İstanbul,Bağcılar,Galeriden,Astra,1.2 T GS
Opel,Astra 1.2 T GS,2024,82.0,1.485.000 TL,Beyaz,İstanbul,Sultangazi,Galeriden,Astra,1.2 T GS
Opel,Corsa 1.0 Enjoy,2004,259.5,369.999 TL,Beyaz,İzmir,Konak,Galeriden,Corsa,1.0 Enjoy
Opel,Corsa 1.4 Enjoy,2017,102.0,935.000 TL,Siyah,İzmir,Buca,Galeriden,Corsa,1.4 Enjoy
Opel,Zafira 1.6 Enjoy,2009,239.0,549.999 TL,Gri,Bursa,İnegöl,Sahibinden,Zafira,1.6 Enjoy
Opel,Astra 1.3 CDTI Essentia,2008,305.0,459.000 TL,Gümüş Gri,Konya,Karatay,Galeriden,Astra,1.3 CDTI Essentia
Opel,Astra 1.6 Edition Plus,2016,132.0,819.999 TL,Gri,Şanlıurfa,Siverek,Sahibinden,Astra,1.6 Edition Plus
Opel,Corsa 1.2 T Edition,2025,42.0,1.375.000 TL,Kırmızı,İstanbul,Ataşehir,Galeriden,Corsa,1.2 T Edition
Opel,Astra 1.4 T Edition Plus,2020,88.725,1.080.000 TL,Beyaz,Kocaeli,Kartepe,Sahibinden,Astra,1.4 T Edition Plus
Opel,Corsa 1.2 Twinport Essentia,2006,250.0,450.000 TL,Gri,Zonguldak,Çaycuma,Galeriden,Corsa,1.2 Twinport Essentia
Opel,Corsa 1.2 T Ultimate,2023,74.0,1.375.000 TL,Kırmızı,Antalya,Serik,Galeriden,Corsa,1.2 T Ultimate
Opel,Astra 1.6 Edition Plus,2018,153.0,860.000 TL,Beyaz,İzmir,Karşıyaka,Galeriden,Astra,1.6 Edition Plus
Opel,Astra 1.6 Edition Plus,2017,112.0,985.000 TL,Beyaz,Tokat,Niksar,Sahibinden,Astra,1.6 Edition Plus
Opel,Astra 1.6 CDTI Sport,2014,170.0,960.000 TL,Beyaz,Tekirdağ,Çerkezköy,Sahibinden,Astra,1.6 CDTI Sport
Opel,Corsa 1.0 Essentia,2015,133.5,780.000 TL,Beyaz,İstanbul,Bağcılar,Sahibinden,Corsa,1.0 Essentia
Opel,Astra 1.3 CDTI Enjoy,2006,465.0,350.000 TL,Gri,Kütahya,Merkez,Galeriden,Astra,1.3 CDTI Enjoy
Opel,Vectra 2.0 CD,1997,375.0,265.000 TL,Şampanya,Mersin,Erdemli,Galeriden,Vectra,2.0 CD
Opel,Astra 1.4 T Sport,2015,136.0,1.080.000 TL,Gri,Tekirdağ,Ergene,Galeriden,Astra,1.4 T Sport
Opel,Insignia 1.6 CDTI Cosmo,2015,114.0,1.460.000 TL,Füme,Samsun,Terme,Galeriden,Insignia,1.6 CDTI Cosmo
Opel,Astra 1.6 CDTI Elite,2016,164.0,1.100.000 TL,Gümüş Gri,İstanbul,Beylikdüzü,Sahibinden,Astra,1.6 CDTI Elite
Opel,Astra 1.4 GL,1993,307.0,199.999 TL,Beyaz,Ankara,Pursaklar,Sahibinden,Astra,1.4 GL
Opel,Corsa 1.2 T Elegance,2021,70.0,1.275.900 TL,Beyaz,İstanbul,Ümraniye,Galeriden,Corsa,1.2 T Elegance
Opel,Zafira 1.6 Enjoy,2008,116.0,649.000 TL,Siyah,Ankara,Yenimahalle,Galeriden,Zafira,1.6 Enjoy
Opel,Corsa 1.7 DTI Comfort,2003,360.0,255.000 TL,Beyaz,Konya,Selçuklu,Sahibinden,Corsa,1.7 DTI Comfort
Opel,Insignia 1.4 T Edition,2012,240.0,650.000 TL,Gri,Adana,Seyhan,Galeriden,Insignia,1.4 T Edition
Opel,Astra 1.6 Edition,2015,94.5,785.000 TL,Gri,Kocaeli,Körfez,Sahibinden,Astra,1.6 Edition
Opel,Astra 1.3 CDTI Enjoy,2010,440.0,359.900 TL,Mavi,Ankara,Etimesgut,Galeriden,Astra,1.3 CDTI Enjoy
Opel,Astra 1.6 GLS,1998,195.0,220.000 TL,Gri,Gaziantep,Nurdağı,Sahibinden,Astra,1.6 GLS
Opel,Astra 1.4 T Dynamic,2016,173.0,1.119.000 TL,Beyaz,Konya,Karatay,Galeriden,Astra,1.4 T Dynamic
Opel,Astra 1.6 CD,1999,310.0,400.000 TL,Yeşil,Uşak,Merkez,Galeriden,Astra,1.6 CD
Opel,Corsa 1.3 CDTI Enjoy,2012,240.0,335.000 TL,Beyaz,İstanbul,Eyüpsultan,Galeriden,Corsa,1.3 CDTI Enjoy
Opel,Corsa 1.5 D Edition,2020,209.5,839.000 TL,Kırmızı,Bursa,Nilüfer,Galeriden,Corsa,1.5 D Edition
Opel,Astra 1.2 T Edition,2021,35.0,1.195.000 TL,Kırmızı,Zonguldak,Ereğli,Galeriden,Astra,1.2 T Edition
Opel,Astra 1.6 CDTI Sport,2015,221.38,865.950 TL,Kırmızı,İstanbul,Bağcılar,Galeriden,Astra,1.6 CDTI Sport
Opel,Astra 1.6 Enjoy,2012,104.0,750.000 TL,Siyah,İstanbul,Bakırköy,Galeriden,Astra,1.6 Enjoy
Opel,Corsa 1.4 Twinport Enjoy 111,2011,205.0,685.000 TL,Gri,Ankara,Yenimahalle,Galeriden,Corsa,1.4 Twinport Enjoy 111
Opel,Astra 1.6 Essentia Konfor,2012,209.0,620.000 TL,Gri,Kocaeli,İzmit,Sahibinden,Astra,1.6 Essentia Konfor
Opel,Corsa 1.2 Twinport Enjoy,2010,260.0,565.000 TL,Siyah,Denizli,Merkezefendi,Sahibinden,Corsa,1.2 Twinport Enjoy
Opel,Corsa 1.3 CDTI Enjoy,2012,308.0,380.000 TL,Beyaz,Kilis,Merkez,Galeriden,Corsa,1.3 CDTI Enjoy
Opel,Corsa 1.2 T Ultimate,2023,58.7,1.299.850 TL,Kırmızı,Kocaeli,Gölcük,Galeriden,Corsa,1.2 T Ultimate
Opel,Astra 1.6 Enjoy,2003,286.0,395.000 TL,Siyah,Giresun,Merkez,Galeriden,Astra,1.6 Enjoy
Opel,Astra 1.2 T GS,2024,30.0,1.560.000 TL,Gri,Bursa,Osmangazi,Galeriden,Astra,1.2 T GS
Opel,Corsa 1.2 Essential,2020,102.0,860.000 TL,Beyaz,Afyonkarahisar,Merkez,Galeriden,Corsa,1.2 Essential
Opel,Astra 1.6 Edition,2017,88.0,929.000 TL,Füme,Kahramanmaraş,Onikişubat,Galeriden,Astra,1.6 Edition
Opel,Corsa 1.2 T Elegance,2022,55.395,1.239.000 TL,Gri,Ankara,Keçiören,Galeriden,Corsa,1.2 T Elegance
Opel,Corsa 1.0 Essentia,2004,245.0,299.750 TL,Beyaz,İstanbul,Ümraniye,Galeriden,Corsa,1.0 Essentia
Opel,Astra 1.6 Edition,2016,23.0,1.015.000 TL,Beyaz,Elazığ,Merkez,Sahibinden,Astra,1.6 Edition
Opel,Astra 1.4 T Edition Plus,2020,90.0,1.050.000 TL,Beyaz,Şanlıurfa,Siverek,Sahibinden,Astra,1.4 T Edition Plus
Opel,Corsa 1.0 Essentia,2004,245.0,350.000 TL,Beyaz,Kocaeli,İzmit,Sahibinden,Corsa,1.0 Essentia
Peugeot,508 1.5 BlueHDi GT,2024,76.0,2.074.990 TL,Kırmızı,İstanbul,Büyükçekmece,Galeriden,508,1.5 BlueHDi GT
Peugeot,207 1.4 HDi Trendy,2007,330.0,425.000 TL,Kırmızı,Antalya,Kepez,Galeriden,207,1.4 HDi Trendy
Peugeot,508 1.6 e-HDi Active,2013,298.0,700.000 TL,Beyaz,Diyarbakır,Kayapınar,Sahibinden,508,1.6 e-HDi Active
Peugeot,301 1.2 PureTech Active,2014,127.0,457.000 TL,Beyaz,İstanbul,Beylikdüzü,Galeriden,301,1.2 PureTech Active
Peugeot,207 1.4 HDi Trendy,2009,258.0,489.000 TL,Gri,İstanbul,Tuzla,Galeriden,207,1.4 HDi Trendy
Peugeot,208 1.5 BlueHDi Signature,2019,59.0,759.000 TL,Kırmızı,Adana,Seyhan,Galeriden,208,1.5 BlueHDi Signature
Peugeot,508 1.5 BlueHDi GT Selection,2023,48.0,1.650.000 TL,Gri,Hatay,İskenderun,Sahibinden,508,1.5 BlueHDi GT Selection
Peugeot,207 1.4 Millesim,2010,150.0,587.000 TL,Gri,Bursa,Osmangazi,Galeriden,207,1.4 Millesim
Peugeot,508 1.6 BlueHDi Active,2016,227.0,825.000 TL,Gri,İstanbul,Başakşehir,Sahibinden,508,1.6 BlueHDi Active
Peugeot,308 1.6 BlueHDi Style,2015,205.0,839.000 TL,Beyaz,İstanbul,Kadıköy,Galeriden,308,1.6 BlueHDi Style
Peugeot,207 1.6 THP GT,2007,190.0,395.000 TL,Gümüş Gri,Ankara,Mamak,Galeriden,207,1.6 THP GT
Peugeot,508 1.6 Puretech Prime,2020,95.0,1.376.000 TL,Füme,İstanbul,Esenyurt,Galeriden,508,1.6 Puretech Prime
Peugeot,208 1.2 PureTech Allure Selection,2021,129.0,1.090.000 TL,Füme,İstanbul,Kağıthane,Sahibinden,208,1.2 PureTech Allure Selection
Peugeot,107 1.0 Trendy,2008,171.075,419.000 TL,Sarı,İstanbul,Bahçelievler,Galeriden,107,1.0 Trendy
Peugeot,206 1.4 XR,2001,180.0,313.000 TL,Mavi,Bursa,Osmangazi,Galeriden,206,1.4 XR
Peugeot,206 1.6 1.6 CC,2005,250.0,359.500 TL,Gümüş Gri,Balıkesir,Edremit,Galeriden,206,1.6 1.6 CC
Peugeot,206 1.4 HDi X-Line,2003,324.0,235.000 TL,Beyaz,Antalya,Kepez,Galeriden,206,1.4 HDi X-Line
Peugeot,208 1.2 PureTech Active,2016,143.5,735.000 TL,Mavi,İstanbul,Ataşehir,Sahibinden,208,1.2 PureTech Active
Peugeot,301 1.6 HDi Active,2017,76.0,765.000 TL,Beyaz,Muğla,Fethiye,Galeriden,301,1.6 HDi Active
Peugeot,301 1.6 BlueHDI Active,2018,174.0,675.000 TL,Kahverengi,Zonguldak,Ereğli,Galeriden,301,1.6 BlueHDI Active
Peugeot,208 1.0 VTi Access,2014,137.0,580.000 TL,Beyaz,Samsun,İlkadım,Galeriden,208,1.0 VTi Access
Peugeot,301 1.6 HDi Active,2014,198.6,615.000 TL,Gümüş Gri,Ankara,Sincan,Galeriden,301,1.6 HDi Active
Peugeot,207 1.6 VTi Premium,2008,210.0,539.900 TL,Gri,Sivas,Merkez,Galeriden,207,1.6 VTi Premium
Peugeot,207 1.4 HDi Trendy,2008,310.0,375.000 TL,Beyaz,Kırıkkale,Yahşihan,Galeriden,207,1.4 HDi Trendy
Peugeot,208 1.2 PureTech Access,2017,89.25,650.000 TL,Beyaz,Ankara,Etimesgut,Sahibinden,208,1.2 PureTech Access
Peugeot,308 1.6 VTi Access,2011,255.0,545.000 TL,Beyaz,Tekirdağ,Malkara,Galeriden,308,1.6 VTi Access
Peugeot,308 1.6 HDi Comfort,2011,347.0,445.000 TL,Siyah,Kocaeli,Körfez,Sahibinden,308,1.6 HDi Comfort
Peugeot,208 1.2 PureTech Active,2016,94.5,719.750 TL,Kırmızı,İstanbul,Pendik,Galeriden,208,1.2 PureTech Active
Peugeot,508 1.5 BlueHDi GT,2023,138.0,1.945.000 TL,Gri,İstanbul,Beylikdüzü,Galeriden,508,1.5 BlueHDi GT
Peugeot,208 1.2 PureTech Access,2015,95.0,745.000 TL,Beyaz,Antalya,Muratpaşa,Galeriden,208,1.2 PureTech Access
Peugeot,206 + 1.4 HDi Comfort,2011,290.0,305.000 TL,Gümüş Gri,Afyonkarahisar,Merkez,Galeriden,206,+ 1.4 HDi Comfort
Peugeot,e-308 GT,2025,27.0,1.770.000 TL,Gri,Adana,Seyhan,Galeriden,e-308,GT
Peugeot,307 1.6 XT,2005,218.0,465.000 TL,Kırmızı,Ankara,Mamak,Galeriden,307,1.6 XT
Peugeot,308 1.2 Puretech Active,2014,190.0,649.000 TL,Siyah,İstanbul,Ümraniye,Galeriden,308,1.2 Puretech Active
Peugeot,308 1.6 VTi Envy,2011,121.0,625.000 TL,Gümüş Gri,Kayseri,Melikgazi,Galeriden,308,1.6 VTi Envy
Peugeot,RCZ 1.6 THP Yearling,2011,137.0,874.990 TL,Beyaz,İstanbul,Büyükçekmece,Galeriden,RCZ,1.6 THP Yearling
Peugeot,206 1.4 Comfort,2009,256.0,300.000 TL,Gri,Bursa,Mustafakemalpaşa,Galeriden,206,1.4 Comfort
Peugeot,208 1.2 PureTech Active,2018,99.7,880.000 TL,Beyaz,Mersin,Yenişehir,Galeriden,208,1.2 PureTech Active
Peugeot,301 1.6 HDi Active,2012,169.0,599.000 TL,Siyah,Kocaeli,Çayırova,Galeriden,301,1.6 HDi Active
Peugeot,301 1.6 HDi Active,2013,185.0,599.000 TL,Beyaz,Kocaeli,Çayırova,Galeriden,301,1.6 HDi Active
Peugeot,208 1.2 PureTech Active,2018,118.0,840.000 TL,Siyah,Bursa,Osmangazi,Galeriden,208,1.2 PureTech Active
Peugeot,206 1.4 HDi X-Line,2004,298.0,257.500 TL,Beyaz,Antalya,Konyaaltı,Galeriden,206,1.4 HDi X-Line
Peugeot,208 1.2 PureTech Active,2018,191.0,775.000 TL,Beyaz,Amasya,Merkez,Galeriden,208,1.2 PureTech Active
