konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Adana,275000.0,Renault,Clio,1.6 RTE,2000,325000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,90.0,Önden Çekiş,7.2,50.0,1200.0,0,0,Clio 1.6 RTE
 Adana,129999.0,Tofas,Şahin,S,1992,199999.0,Düz,LPG & Benzin,Sedan,1581.0,80.0,Arkadan İtiş,6.8,52.0,0.0,0,10,Şahin S
 Adana,1195900.0,Renault,Clio,1.0 TCe Touch,2023,59000.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,5.0,42.0,0.0,0,0,Clio 1.0 TCe Touch
 Adana,599000.0,Renault,Clio,1.5 dCi Touch,2019,218000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.6,45.0,0.0,1,3,Clio 1.5 dCi Touch
 Adana,935000.0,Hyundai,i20,1.4 MPI Style Design,2019,157000.0,Otomatik,Benzin,Hatchback/5,1368.0,100.0,Önden Çekiş,6.4,50.0,3.0,4,1,i20 1.4 MPI Style Design
 Adana,1270000.0,Renault,Megane,1.5 dCi Touch,2017,90095.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,110.0,Önden Çekiş,3.7,47.0,3102020.0,0,0,Megane 1.5 dCi Touch
 Adana,385000.0,Opel,Astra,1.6 Elegance,2004,317000.0,Düz,LPG & Benzin,Sedan,1598.0,103.0,Önden Çekiş,7.5,52.0,0.0,2,0,Astra 1.6 Elegance
 Adana,780000.0,Honda,Civic,1.6 Elegance,2007,320000.0,Otomatik,Benzin,Sedan,1595.0,125.0,Önden Çekiş,7.1,50.0,0.0,1,8,Civic 1.6 Elegance
 Adana,1625000.0,Peugeot,508,1.5 BlueHDI Allure,2020,113000.0,Otomatik,Dizel,Sedan,1499.0,130.0,Önden Çekiş,3.8,55.0,0.0,0,0,508 1.5 BlueHDI Allure
 Adana,850000.0,Honda,Civic,1.6 Premium,2010,225000.0,Otomatik,Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.7,50.0,0.0,2,3,Civic 1.6 Premium
 Adana,929900.0,Fiat,Egea,1.6 Multijet Urban Plus,2020,145000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.2,45.0,49000.0,0,3,Egea 1.6 Multijet Urban Plus
 Adana,210000.0,Peugeot,106,XR,1997,200000.0,Düz,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.9,45.0,0.0,0,0,106 XR
 Adana,1080000.0,Volvo,S60,1.5 T3 Advance,2016,237000.0,Otomatik,Benzin,Sedan,1498.0,152.0,Önden Çekiş,5.8,67.0,0.0,1,0,S60 1.5 T3 Advance
 Adana,789000.0,Hyundai,i30,1.6 CRDi Style,2013,236000.0,Düz,Dizel,Hatchback/5,1401.0,126.0,Önden Çekiş,5.5,53.0,3500.0,0,2,i30 1.6 CRDi Style
 Adana,1229000.0,Peugeot,208,1.2 PureTech Active Prime,2023,41000.0,Otomatik,Benzin,Hatchback/5,1199.0,101.0,Önden Çekiş,4.3,44.0,0.0,0,0,208 1.2 PureTech Active Prime
 Adana,1145000.0,Renault,Clio,1.0 TCe Touch,2021,84000.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,5.0,42.0,0.0,0,0,Clio 1.0 TCe Touch
 Adana,860000.0,Opel,Astra,1.4 T Sport,2012,118988.0,Otomatik,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,6.7,56.0,189657.0,0,3,Astra 1.4 T Sport
 Adana,1485000.0,Honda,Civic,1.6i VTEC Eco Elegance,2018,80000.0,Yarı Otomatik,LPG & Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.7,47.0,0.0,0,1,Civic 1.6i VTEC Eco Elegance
 Adana,700000.0,Seat,Ibiza,1.4 TSI Sport Coupe Cupra,2011,188000.0,Yarı Otomatik,Benzin,Coupe,1390.0,180.0,Önden Çekiş,6.4,45.0,3449.0,2,2,Ibiza 1.4 TSI Sport Coupe Cupra
 Adana,1950000.0,Audi,A5,A5 Sportback 1.4 TFSI,2017,230000.0,Yarı Otomatik,Benzin,Hatchback/5,1395.0,150.0,Önden Çekiş,5.5,54.0,0.0,0,0,A5 A5 Sportback 1.4 TFSI
 Adana,1510000.0,Mercedes-Benz,CLA,200 AMG,2013,230000.0,Otomatik,Benzin,Coupe,1595.0,156.0,Önden Çekiş,5.1,50.0,0.0,1,0,CLA 200 AMG
 Adana,1895000.0,Honda,Civic,1.6i VTEC Eco Executive,2021,49500.0,Otomatik,LPG & Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.3,46.0,0.0,0,0,Civic 1.6i VTEC Eco Executive
 Adana,760000.0,Ford,Focus,1.5 TDCi Trend X,2016,249000.0,Yarı Otomatik,Dizel,Sedan,1499.0,120.0,Önden Çekiş,4.2,55.0,0.0,1,3,Focus 1.5 TDCi Trend X
 Adana,400000.0,Ford,Fiesta,1.4 TDCi Comfort,2007,240000.0,Düz,Dizel,Hatchback/5,1201.0,51.0,Önden Çekiş,4.3,45.0,0.0,0,0,Fiesta 1.4 TDCi Comfort
 Adana,1875000.0,Mercedes-Benz,E,250 CGI AMG Premium,2011,152000.0,Otomatik,Benzin,Sedan,1601.0,201.0,Arkadan İtiş,7.6,59.0,0.0,0,0,E 250 CGI AMG Premium
 Adana,449999.0,Honda,Jazz,1.4 ES,2002,320000.0,Otomatik,LPG & Benzin,Hatchback/5,1339.0,83.0,Önden Çekiş,5.9,42.0,45.0,0,0,Jazz 1.4 ES
 Adana,350000.0,Ford,Focus,1.6 TDCi Ghia,2006,363000.0,Düz,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,5.5,55.0,0.0,2,10,Focus 1.6 TDCi Ghia
 Adana,410000.0,Renault,Symbol,1.2 Joy,2013,266000.0,Düz,Benzin,Sedan,1149.0,75.0,Önden Çekiş,6.0,50.0,0.0,2,2,Symbol 1.2 Joy
 Adana,1425000.0,Skoda,SuperB,1.4 TSI Active,2017,56500.0,Düz,Benzin,Sedan,1395.0,125.0,Önden Çekiş,5.3,60.0,0.0,0,0,SuperB 1.4 TSI Active
 Adana,229750.0,Hyundai,Accent Era,1.4 Team,2008,170000.0,Düz,LPG & Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.5,45.0,0.0,0,11,Accent Era 1.4 Team
 Adana,424750.0,Fiat,Egea,1.3 Multijet Urban Plus,2020,186000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Urban Plus
 Adana,930000.0,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2017,145000.0,Otomatik,Benzin,Sedan,1368.0,100.0,Önden Çekiş,6.4,43.0,0.0,0,0,Accent Blue 1.4 D-CVVT Mode Plus
 Adana,839900.0,Fiat,Egea,1.3 Multijet Easy,2021,154000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Adana,1190000.0,Fiat,Egea,1.3 Multijet Easy,2024,42300.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,50.0,0.0,0,0,Egea 1.3 Multijet Easy
 Adana,209750.0,Peugeot,206,1.4 XR,2001,340000.0,Düz,LPG & Benzin,Hatchback/5,1360.0,76.0,Önden Çekiş,6.6,50.0,0.0,0,0,206 1.4 XR
 Adana,275000.0,Ford,Fusion,1.4 TDCi Comfort,2005,288000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.4,45.0,12000.0,1,8,Fusion 1.4 TDCi Comfort
 Adana,639750.0,Fiat,Punto,EVO 1.4 Fire Dynamic,2011,96000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,5.9,45.0,0.0,0,1,Punto EVO 1.4 Fire Dynamic
 Adana,1070000.0,Ford,Focus,1.6 Ti-VCT Titanium,2015,145000.0,Otomatik,LPG & Benzin,Sedan,1401.0,101.0,Önden Çekiş,6.0,55.0,0.0,1,3,Focus 1.6 Ti-VCT Titanium
 Adana,985000.0,Volkswagen,Jetta,1.6 TDi Comfortline,2013,206500.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.7,55.0,0.0,0,0,Jetta 1.6 TDi Comfortline
 Adana,565000.0,Peugeot,508,1.6 e-HDi Active,2012,310000.0,Yarı Otomatik,Dizel,Sedan,1560.0,114.0,Önden Çekiş,4.4,72.0,0.0,0,6,508 1.6 e-HDi Active
 Adana,585000.0,Renault,Fluence,1.5 dCi Business,2010,265000.0,Düz,Dizel,Sedan,1461.0,85.0,Önden Çekiş,4.5,60.0,0.0,0,0,Fluence 1.5 dCi Business
 Adana,1620000.0,BMW,5 Serisi,520d Comfort,2012,203500.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,5.2,70.0,0.0,1,1,5 Serisi 520d Comfort
 Adana,1490000.0,Citroen,C4 X,1.2 PureTech Shine,2024,102500.0,Otomatik,Benzin,SUV,1199.0,132.0,Önden Çekiş,4.9,50.0,0.0,0,0,C4 X 1.2 PureTech Shine
 Adana,1550000.0,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2016,106000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.8,50.0,0.0,0,0,A3 A3 Sportback 1.6 TDI Dynamic
 Adana,148750.0,Daewoo,Lanos,1.6 SX,1998,253500.0,Düz,LPG & Benzin,Sedan,1401.0,101.0,Önden Çekiş,8.2,48.0,0.0,0,0,Lanos 1.6 SX
 Adana,675000.0,Citroen,C-Elysée,1.6 HDi Attraction,2017,170000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,48.0,0.0,2,2,C-Elysée 1.6 HDi Attraction
 Adana,1550000.0,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2016,106000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.8,50.0,0.0,0,0,A3 A3 Sportback 1.6 TDI Dynamic
 Adana,148750.0,Daewoo,Lanos,1.6 SX,1998,253500.0,Düz,LPG & Benzin,Sedan,1401.0,101.0,Önden Çekiş,8.2,48.0,0.0,0,0,Lanos 1.6 SX
 Adana,675000.0,Citroen,C-Elysée,1.6 HDi Attraction,2017,170000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,48.0,0.0,2,2,C-Elysée 1.6 HDi Attraction
 Adana,849900.0,Citroen,C-Elysée,1.5 BlueHDI Feel,2021,117000.0,Düz,Dizel,Sedan,1499.0,100.0,Önden Çekiş,3.9,50.0,0.0,0,0,C-Elysée 1.5 BlueHDI Feel
 Adana,1375000.0,BMW,5 Serisi,525d xDrive M Sport,2013,305000.0,Otomatik,Dizel,Sedan,1995.0,218.0,4WD (Sürekli),5.1,70.0,0.0,0,0,5 Serisi 525d xDrive M Sport
 Adana,545000.0,Chevrolet,Cruze,1.6 LT,2011,122094.0,Düz,LPG & Benzin,Hatchback/5,1598.0,124.0,Önden Çekiş,6.6,60.0,7112012.0,0,2,Cruze 1.6 LT
 Adana,625000.0,Dacia,Sandero,0.9 TCe Stepway,2019,187200.0,Düz,LPG & Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,5.1,50.0,0.0,2,3,Sandero 0.9 TCe Stepway
 Adana,699999.0,BMW,3 Serisi,320d M Sport,2010,290000.0,Otomatik,Dizel,Sedan,1801.0,176.0,Arkadan İtiş,5.3,61.0,0.0,2,4,3 Serisi 320d M Sport
 Adana,1460000.0,BMW,3 Serisi,320i ED Luxury Line,2014,170000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,5.3,60.0,20.0,0,1,3 Serisi 320i ED Luxury Line
 Adana,749000.0,BMW,1 Serisi,116d ED EfficientDynamics,2013,262000.0,Düz,Dizel,Hatchback/5,1598.0,116.0,Arkadan İtiş,3.8,52.0,14500.0,2,2,1 Serisi 116d ED EfficientDynamics
 Adana,1345000.0,BMW,1 Serisi,116d Joy Plus,2016,118500.0,Otomatik,Dizel,Hatchback/5,1496.0,116.0,Arkadan İtiş,4.1,52.0,2.0,0,0,1 Serisi 116d Joy Plus
 Adana,745900.0,BMW,3 Serisi,320d Comfort,2012,325000.0,Otomatik,Dizel,Sedan,1801.0,176.0,Arkadan İtiş,5.3,60.0,0.0,0,7,3 Serisi 320d Comfort
 Adana,820000.0,Hyundai,Accent Blue,1.4 CVVT Prime,2011,145000.0,Düz,LPG & Benzin,Sedan,1396.0,108.0,Önden Çekiş,5.9,43.0,0.0,0,0,Accent Blue 1.4 CVVT Prime
 Adana,1355000.0,Audi,A4,A4 Sedan 2.0 TDI,2014,296000.0,Otomatik,Dizel,Sedan,1968.0,177.0,Önden Çekiş,4.8,63.0,0.0,0,1,A4 A4 Sedan 2.0 TDI
 Adana,1449000.0,Audi,A4,A4 Sedan 2.0 TDI Quattro Sport,2016,329000.0,Yarı Otomatik,Dizel,Sedan,1968.0,190.0,4WD (Sürekli),4.4,58.0,0.0,0,5,A4 A4 Sedan 2.0 TDI Quattro Sport
 Adana,1325000.0,Audi,A3,A3 Sportback 1.6 TDI Ambition,2013,115000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,0,0,A3 A3 Sportback 1.6 TDI Ambition
 Adana,360000.0,Ford,Focus,1.6 Comfort,2002,287000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,1,12,Focus 1.6 Comfort
 Adana,420000.0,Renault,Clio,1.4 Alize,2005,119725.0,Düz,Benzin,Sedan,1390.0,98.0,Önden Çekiş,7.0,50.0,0.0,3,0,Clio 1.4 Alize
 Adana,400000.0,Opel,Corsa,1.4 Comfort,2002,250000.0,Düz,LPG & Benzin,Hatchback/5,1389.0,90.0,Önden Çekiş,7.2,44.0,0.0,0,2,Corsa 1.4 Comfort
 Adana,1170000.0,Opel,Corsa,1.2 T Edition,2023,92915.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.2,44.0,0.0,0,0,Corsa 1.2 T Edition
 Adana,581000.0,Citroen,C-Elysée,1.6 HDi Exclusive,2017,292500.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.1,48.0,0.0,0,0,C-Elysée 1.6 HDi Exclusive
 Adana,360000.0,Ford,Focus,1.6 Comfort,2004,317000.0,Düz,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,6.8,55.0,0.0,0,0,Focus 1.6 Comfort
 Adana,925000.0,BMW,1 Serisi,116i Premium,2011,154000.0,Otomatik,LPG & Benzin,Hatchback/5,1598.0,136.0,Arkadan İtiş,5.6,52.0,0.0,0,2,1 Serisi 116i Premium
 Adana,335900.0,Volkswagen,Bora,1.6 Primeline,2004,370000.0,Düz,LPG & Benzin,Sedan,1595.0,105.0,Önden Çekiş,6.9,55.0,0.0,0,12,Bora 1.6 Primeline
 Adana,398500.0,Peugeot,308,1.6 HDi Comfort,2008,390000.0,Yarı Otomatik,Dizel,Hatchback/5,1560.0,112.0,Önden Çekiş,4.9,60.0,6.0,0,2,308 1.6 HDi Comfort
 Adana,1149000.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2015,220000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.9,50.0,0.0,0,0,Golf 1.6 TDi BlueMotion Comfortline
 Adana,500000.0,Volkswagen,Passat,1.6 FSi Comfortline,2007,284000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,7.5,70.0,0.0,0,9,Passat 1.6 FSi Comfortline
 Adana,860000.0,Renault,Megane,1.5 dCi Touch Plus,2018,280000.0,Yarı Otomatik,Dizel,Sedan,1461.0,110.0,Önden Çekiş,3.8,49.0,0.0,0,0,Megane 1.5 dCi Touch Plus
 Adana,890000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2012,334000.0,Yarı Otomatik,Dizel,Sedan,1598.0,105.0,Önden Çekiş,4.7,70.0,0.0,0,0,Passat 1.6 TDi BlueMotion Trendline
 Adana,1389000.0,BMW,3 Serisi,320i ED Sport Plus,2016,178000.0,Otomatik,Benzin,Sedan,1598.0,170.0,Arkadan İtiş,5.4,60.0,10.0,0,6,3 Serisi 320i ED Sport Plus
 Adana,670000.0,Fiat,Egea,1.6 Multijet Comfort,2017,267000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,3.9,45.0,0.0,0,0,Egea 1.6 Multijet Comfort
 Adana,1470000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2018,172000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,0.0,2,1,Passat 1.6 TDi BlueMotion Comfortline
 Adana,935000.0,Ford,Focus,1.6 Ti-VCT Titanium,2013,170000.0,Yarı Otomatik,LPG & Benzin,Hatchback/5,1596.0,125.0,Önden Çekiş,6.0,55.0,0.0,0,1,Focus 1.6 Ti-VCT Titanium
 Adana,2670000.0,Audi,A4,A4 Sedan 40 TDI Advanced,2020,112000.0,Yarı Otomatik,Dizel,Sedan,1968.0,190.0,Önden Çekiş,4.6,54.0,0.0,0,0,A4 A4 Sedan 40 TDI Advanced
 Adana,498000.0,Opel,Astra,1.3 CDTI Essentia Konfor,2010,292000.0,Düz,Dizel,Hatchback/5,1248.0,90.0,Önden Çekiş,4.9,52.0,0.0,1,2,Astra 1.3 CDTI Essentia Konfor
 Adana,439000.0,Volkswagen,Passat,2.0 TDi Comfortline,2006,395000.0,Yarı Otomatik,Dizel,Sedan,1968.0,140.0,Önden Çekiş,6.4,70.0,0.0,2,7,Passat 2.0 TDi Comfortline
 Adana,775000.0,Audi,A3,A3 Sportback 1.6 TDI Ambition,2012,207000.0,Yarı Otomatik,Dizel,Hatchback/3,1598.0,105.0,Önden Çekiş,3.8,50.0,0.0,2,3,A3 A3 Sportback 1.6 TDI Ambition
 Adana,2100000.0,Audi,A6,A6 Sedan 2.0 TDI Quattro,2016,218000.0,Yarı Otomatik,Dizel,Sedan,1968.0,190.0,4WD (Sürekli),4.4,65.0,0.0,2,0,A6 A6 Sedan 2.0 TDI Quattro
 Adana,287500.0,Opel,Astra,1.6 Enjoy,2003,220000.0,Düz,LPG & Benzin,Sedan,1598.0,100.0,Önden Çekiş,7.1,52.0,0.0,0,10,Astra 1.6 Enjoy
 Adana,390000.0,Fiat,Palio,1.3 Multijet Active Sole,2008,199000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş,4.6,51.0,0.0,0,0,Palio 1.3 Multijet Active Sole
 Adana,829000.0,Citroen,C-Elysée,1.5 BlueHDI Feel,2023,106000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,3.9,50.0,0.0,1,0,C-Elysée 1.5 BlueHDI Feel
 Adana,815000.0,Honda,Civic,1.6i VTEC Dream,2008,182500.0,Otomatik,LPG & Benzin,Sedan,1595.0,125.0,Önden Çekiş,6.9,50.0,0.0,0,0,Civic 1.6i VTEC Dream
 Adana,805000.0,Opel,Corsa,1.2 Elegance,2022,144000.0,Düz,Benzin,Hatchback/5,1199.0,75.0,Önden Çekiş,4.1,40.0,0.0,1,2,Corsa 1.2 Elegance
 Adana,1440000.0,Honda,Civic,1.6i VTEC Eco Executive,2018,147000.0,Otomatik,LPG & Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.7,47.0,0.0,0,2,Civic 1.6i VTEC Eco Executive
 Adana,1460000.0,Volkswagen,Golf,1.6 TDi BlueMotion Highline,2016,154500.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.9,50.0,0.0,0,0,Golf 1.6 TDi BlueMotion Highline
 Adana,1120000.0,Ford,Focus,1.5 TDCi Trend X,2018,179000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.3,47.0,0.0,0,0,Focus 1.5 TDCi Trend X
 Adana,2075000.0,Skoda,SuperB,1.6 TDI Premium,2020,130000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.2,66.0,0.0,0,0,SuperB 1.6 TDI Premium
 Adana,849900.0,Volkswagen,Jetta,1.4 TSi Trendline,2013,206000.0,Yarı Otomatik,Benzin,Sedan,1390.0,122.0,Önden Çekiş,6.0,55.0,5.0,0,4,Jetta 1.4 TSi Trendline
 Adana,625000.0,Fiat,Egea,1.3 Multijet Easy,2020,225000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,3,0,Egea 1.3 Multijet Easy
 Adana,1275000.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,235000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,4.7,70.0,7500.0,1,1,Passat 1.6 TDi BlueMotion Comfortline
 Adana,364500.0,Renault,Symbol,1.5 dCi Joy,2017,110000.0,Düz,Dizel,Sedan,1401.0,76.0,Önden Çekiş,3.9,50.0,0.0,0,11,Symbol 1.5 dCi Joy
 Adana,985000.0,Volvo,S60,1.6 D Premium,2012,191000.0,Düz,Dizel,Sedan,1560.0,115.0,Önden Çekiş,4.3,67.0,3082.0,0,2,S60 1.6 D Premium
 Adana,275000.0,Ford,Fiesta,1.4 TDCi Comfort,2005,318000.0,Düz,Dizel,Hatchback/5,1201.0,51.0,Önden Çekiş,4.3,45.0,0.0,1,12,Fiesta 1.4 TDCi Comfort
 Adana,319000.0,Fiat,Linea,1.3 Multijet Urban,2016,199000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.9,45.0,0.0,0,11,Linea 1.3 Multijet Urban
 Adana,335000.0,Ford,Fiesta,1.4 TDCi Trend,2010,430000.0,Düz,Dizel,Hatchback/5,1201.0,51.0,Önden Çekiş,4.2,45.0,0.0,0,0,Fiesta 1.4 TDCi Trend
 Adana,355000.0,Fiat,Palio,1.2 EL,2005,254337.0,Düz,LPG & Benzin,Hatchback/5,1242.0,81.0,Önden Çekiş,7.2,51.0,0.0,0,12,Palio 1.2 EL
 Adana,230000.0,Ford,Fiesta,1.25 Flair,2001,284000.0,Düz,LPG & Benzin,Hatchback/5,1753.0,60.0,Önden Çekiş,6.1,42.0,0.0,0,0,Fiesta 1.25 Flair
 Adana,929750.0,Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2014,95000.0,Yarı Otomatik,Dizel,MPV,1248.0,85.0,Önden Çekiş,4.0,50.0,0.0,0,0,500 Ailesi 500L 1.3 Mjet RockStar
 Adana,293500.0,Fiat,Egea,1.3 Multijet Urban,2018,150000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,11,Egea 1.3 Multijet Urban
 Adana,249000.0,Fiat,Brava,1.6 SX,2001,202000.0,Otomatik,LPG & Benzin,Hatchback/5,1581.0,103.0,Önden Çekiş,9.2,50.0,0.0,2,9,Brava 1.6 SX
 Adana,720000.0,BMW,3 Serisi,320Ci,2001,350000.0,Otomatik,LPG & Benzin,Coupe,2171.0,170.0,Arkadan İtiş,9.4,63.0,0.0,0,0,3 Serisi 320Ci
 Adana,595000.0,BMW,3 Serisi,320i Premium,2007,310000.0,Otomatik,LPG & Benzin,Sedan,1801.0,151.0,Arkadan İtiş,6.1,60.0,0.0,0,0,3 Serisi 320i Premium
 Adana,1260000.0,Audi,A4,A4 Sedan 2.0 TDI,2012,214900.0,Otomatik,Dizel,Sedan,1801.0,126.0,Önden Çekiş,4.8,63.0,0.0,0,0,A4 A4 Sedan 2.0 TDI
 Adana,1250000.0,Volkswagen,Golf,1.2 TSi Comfortline,2016,148000.0,Otomatik,Benzin,Hatchback/5,1200.0,101.0,Önden Çekiş,4.9,50.0,0.0,0,0,Golf 1.2 TSi Comfortline
 Adana,795000.0,Toyota,Corolla,1.4 D-4D Comfort,2007,166122.0,Düz,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.9,55.0,0.0,0,2,Corolla 1.4 D-4D Comfort
 Adana,1274750.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2019,170000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,115.0,Önden Çekiş,4.2,50.0,0.0,0,1,Golf 1.6 TDi BlueMotion Comfortline
 Adana,389000.0,Renault,Laguna,1.6 Expression,2004,250000.0,Düz,LPG & Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,7.4,68.0,0.0,0,4,Laguna 1.6 Expression
 Adana,1320000.0,Opel,Corsa,1.2 T Edition,2024,51750.0,Otomatik,Benzin,Hatchback/5,1200.0,76.0,Önden Çekiş,6.2,44.0,0.0,0,0,Corsa 1.2 T Edition
 Adana,1650000.0,Honda,Civic,1.5 i-VTEC RS,2018,83699.0,Otomatik,Benzin,Sedan,1498.0,182.0,Önden Çekiş,6.0,46.0,0.0,2,0,Civic 1.5 i-VTEC RS
 Adana,1600000.0,Honda,Civic,1.6i VTEC Eco Elegance,2021,105000.0,Yarı Otomatik,LPG & Benzin,Sedan,1597.0,125.0,Önden Çekiş,6.3,46.0,0.0,1,1,Civic 1.6i VTEC Eco Elegance
 Adana,998000.0,Opel,Insignia,2.0 CDTI Cosmo,2016,299000.0,Otomatik,Dizel,Sedan,1801.0,176.0,4WD (Sürekli),6.7,70.0,12.0,0,1,Insignia 2.0 CDTI Cosmo
 Adana,559000.0,Citroen,C3,1.4 VTi Confort,2013,89000.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.3,50.0,0.0,3,3,C3 1.4 VTi Confort
 Adana,1210000.0,Audi,A3,A3 Sedan 1.6 TDI Attraction,2014,175000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,1,0,A3 A3 Sedan 1.6 TDI Attraction
 Adana,529000.0,Renault,Clio,1.5 dCi Grandtour Extreme,2012,259600.0,Düz,Dizel,Station wagon,1401.0,76.0,Önden Çekiş,4.4,55.0,0.0,0,0,Clio 1.5 dCi Grandtour Extreme
 Adana,625000.0,Peugeot,207,1.4 HDi Urban Move,2012,224100.0,Düz,Dizel,Hatchback/5,1360.0,71.0,Önden Çekiş,4.4,50.0,4072013.0,0,3,207 1.4 HDi Urban Move
 Adana,345000.0,Peugeot,206,1.4 X-Design,2006,132000.0,Düz,Benzin,Station wagon,1360.0,76.0,Önden Çekiş,6.4,50.0,0.0,1,4,206 1.4 X-Design
 Adana,1529000.0,Peugeot,508,1.5 BlueHDI Allure,2019,163000.0,Otomatik,Dizel,Sedan,1499.0,130.0,Önden Çekiş,3.8,55.0,0.0,0,0,508 1.5 BlueHDI Allure
 Adana,2725000.0,Mercedes-Benz,C,C 180 AMG,2018,135000.0,Otomatik,Benzin,Sedan,1595.0,156.0,Arkadan İtiş,5.8,41.0,0.0,0,1,C C 180 AMG
 Adana,299000.0,Fiat,Albea,Sole 1.3 Multijet Premio,2011,310850.0,Düz,Dizel,Sedan,1248.0,70.0,Önden Çekiş,4.7,48.0,0.0,0,0,Albea Sole 1.3 Multijet Premio
 Adana,425000.0,Fiat,Egea,1.4 Fire Easy,2019,199000.0,Düz,LPG & Benzin,Sedan,1201.0,76.0,Önden Çekiş,5.7,45.0,0.0,0,11,Egea 1.4 Fire Easy
 Adana,975000.0,Honda,Civic,1.6i VTEC Elegance,2011,199000.0,Otomatik,Benzin,Sedan,1595.0,125.0,Önden Çekiş,7.1,50.0,0.0,0,0,Civic 1.6i VTEC Elegance
