konum,fiyat,marka,seri,trim,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,motor_hacmi,motor_gucu,cekis,ortalama_yakit_tuketimi,yakit_deposu,tramer,degisen,boyali,model_tam
 Adana,434500.0,Dacia,Sandero,1.5 dCi Stepway,2017,120000.0,Düz,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,4.0,50.0,0.0,0,11,Sandero 1.5 dCi Stepway
 Adana,269000.0,Fiat,Palio,1.4 EL,2001,232000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,0,0,Palio 1.4 EL
 Adana,454500.0,Fiat,Egea,1.3 Multijet Urban,2019,170000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,11,Egea 1.3 Multijet Urban
 Adana,600000.0,Citroen,C-Elysée,1.6 HDi Exclusive,2013,193000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.1,48.0,0.0,1,0,C-Elysée 1.6 HDi Exclusive
 Adana,1500000.0,BMW,5 Serisi,525d xDrive Premium,2014,301000.0,Otomatik,Dizel,Station wagon,1995.0,218.0,4WD (Sürekli),5.4,70.0,19000.0,0,1,5 Serisi 525d xDrive Premium
 Adana,1235000.0,BMW,5 Serisi,525d xDrive Premium,2012,253000.0,Otomatik,Dizel,Station wagon,1995.0,218.0,4WD (Sürekli),5.4,70.0,0.0,0,3,5 Serisi 525d xDrive Premium
 Adana,345000.0,Volkswagen,Passat,1.8 Comfortline,2000,375000.0,Otomatik,Benzin,Sedan,1781.0,125.0,Önden Çekiş,9.0,62.0,0.0,0,0,Passat 1.8 Comfortline
 Adana,2825000.0,BMW,5 Serisi,520i Luxury Line,2020,172000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,7.1,68.0,0.0,1,0,5 Serisi 520i Luxury Line
 Adana,1049950.0,BMW,3 Serisi,320d M Sport,2012,180000.0,Otomatik,Dizel,Sedan,1801.0,176.0,Arkadan İtiş,5.3,61.0,0.0,2,3,3 Serisi 320d M Sport
 Adana,415750.0,Audi,A4,A4 Sedan 2.0 TDI,2005,370000.0,Düz,Dizel,Sedan,1968.0,140.0,Önden Çekiş,5.7,70.0,0.0,0,0,A4 A4 Sedan 2.0 TDI
 Adana,1395000.0,Audi,A3,A3 Sportback 1.6 TDI Dynamic,2017,135000.0,Yarı Otomatik,Dizel,Hatchback/5,1598.0,110.0,Önden Çekiş,3.8,50.0,25.0,1,0,A3 A3 Sportback 1.6 TDI Dynamic
 Adana,445000.0,Renault,Megane,1.5 dCi Privilege,2007,239000.0,Düz,Dizel,Hatchback/5,1461.0,106.0,Önden Çekiş,4.5,60.0,0.0,0,0,Megane 1.5 dCi Privilege
 Adana,345000.0,Audi,A3,A3 Sportback 1.6 Ambiente,1999,400000.0,Düz,LPG & Benzin,Hatchback/3,1595.0,101.0,Önden Çekiş,7.6,55.0,0.0,1,3,A3 A3 Sportback 1.6 Ambiente
 Adana,555000.0,Volkswagen,Bora,1.6 Pacific,2004,95000.0,Düz,Benzin,Sedan,1595.0,105.0,Önden Çekiş,6.9,55.0,0.0,2,1,Bora 1.6 Pacific
 Adana,225000.0,Fiat,Palio,1.3 Multijet EL,2004,315000.0,Düz,Dizel,Hatchback/5,1248.0,70.0,Önden Çekiş,4.6,51.0,0.0,0,0,Palio 1.3 Multijet EL
 Adana,740000.0,Toyota,Auris,1.33 Comfort,2012,140500.0,Düz,LPG & Benzin,Hatchback/5,1329.0,99.0,Önden Çekiş,6.0,55.0,3750.0,1,1,Auris 1.33 Comfort
 Adana,785000.0,Toyota,Corolla,1.4 D-4D Comfort Extra,2011,208000.0,Düz,Dizel,Sedan,1364.0,90.0,Önden Çekiş,4.7,55.0,0.0,0,0,Corolla 1.4 D-4D Comfort Extra
 Adana,440000.0,Ford,Fiesta,1.4 TDCi Comfort,2009,212500.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,0,1,Fiesta 1.4 TDCi Comfort
 Adana,140000.0,Tofas,Şahin,S,1995,128000.0,Düz,LPG & Benzin,Sedan,1581.0,80.0,Arkadan İtiş,6.8,52.0,0.0,0,0,Şahin S
 Adana,664000.0,Peugeot,301,1.6 HDi Active,2016,182000.0,Düz,Dizel,Sedan,1560.0,93.0,Önden Çekiş,4.3,50.0,0.0,1,0,301 1.6 HDi Active
 Adana,1200000.0,Renault,Clio,1.5 dCi Icon,2018,118000.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.7,45.0,0.0,0,0,Clio 1.5 dCi Icon
 Adana,1496900.0,Renault,Clio,1.6 E-Tech Techno Esprit Alpine,2024,28552.0,Otomatik,Hibrit,Hatchback/5,1598.0,145.0,Önden Çekiş,4.2,39.0,0.0,0,0,Clio 1.6 E-Tech Techno Esprit Alpine
 Adana,610000.0,Opel,Insignia,1.6 T Edition Elegance,2009,318000.0,Düz,LPG & Benzin,Sedan,1401.0,176.0,Önden Çekiş,7.7,70.0,33.0,0,4,Insignia 1.6 T Edition Elegance
 Adana,745000.0,Volkswagen,Polo,1.4 TDi Comfortline,2015,225000.0,Yarı Otomatik,Dizel,Hatchback/5,1422.0,90.0,Önden Çekiş,3.5,45.0,22000.0,2,3,Polo 1.4 TDi Comfortline
 Adana,1325000.0,Renault,Megane,1.5 Blue DCI Touch,2020,131000.0,Yarı Otomatik,Dizel,Sedan,1461.0,115.0,Önden Çekiş,4.2,49.0,0.0,0,0,Megane 1.5 Blue DCI Touch
 Adana,385000.0,Honda,Civic,1.4 i S,1999,320000.0,Düz,LPG & Benzin,Hatchback/5,1396.0,90.0,Önden Çekiş,7.7,55.0,0.0,2,0,Civic 1.4 i S
 Adana,405000.0,Ford,Fiesta,1.4 TDCi Comfort,2006,291000.0,Düz,Dizel,Hatchback/5,1399.0,68.0,Önden Çekiş,4.3,45.0,0.0,0,0,Fiesta 1.4 TDCi Comfort
 Adana,265000.0,Ford,Fiesta,1.4 Fun,2000,235000.0,Düz,LPG & Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,7.4,40.0,0.0,0,0,Fiesta 1.4 Fun
 Adana,1030000.0,Audi,A4,A4 Sedan 2.0 TDI,2012,262153.0,Otomatik,Dizel,Sedan,1801.0,176.0,Önden Çekiş,4.8,63.0,3592.0,0,2,A4 A4 Sedan 2.0 TDI
 Adana,420000.0,BMW,5 Serisi,520i Standart,1999,430000.0,Otomatik,LPG & Benzin,Sedan,1801.0,126.0,Arkadan İtiş,9.9,80.0,0.0,2,0,5 Serisi 520i Standart
 Adana,1699500.0,BMW,5 Serisi,520d Executive M Sport,2012,288000.0,Otomatik,Dizel,Sedan,1801.0,176.0,Arkadan İtiş,4.1,70.0,0.0,1,0,5 Serisi 520d Executive M Sport
 Adana,515000.0,Volkswagen,Polo,1.4 Basicline,2004,245000.0,Otomatik,LPG & Benzin,Hatchback/5,1390.0,75.0,Önden Çekiş,7.4,45.0,0.0,1,4,Polo 1.4 Basicline
 Adana,1830000.0,Volkswagen,Passat,1.6 TDi BlueMotion Business,2019,182778.0,Yarı Otomatik,Dizel,Station wagon,1598.0,120.0,Önden Çekiş,4.4,66.0,0.0,1,1,Passat 1.6 TDi BlueMotion Business
 Adana,1495000.0,Toyota,Yaris,1.5 Flame X-Pack,2020,15000.0,Otomatik,Benzin,Hatchback/5,1490.0,125.0,Önden Çekiş,4.7,42.0,0.0,0,0,Yaris 1.5 Flame X-Pack
 Adana,749900.0,Seat,Leon,1.6 TDI CR Style,2013,399000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.8,50.0,0.0,0,11,Leon 1.6 TDI CR Style
 Adana,965000.0,Opel,Astra,1.4 T Enjoy Active,2014,48375.0,Otomatik,Benzin,Hatchback/5,1364.0,140.0,Önden Çekiş,6.8,56.0,0.0,0,0,Astra 1.4 T Enjoy Active
 Adana,419999.0,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,2016,152364.0,Düz,LPG & Benzin,Sedan,1368.0,100.0,Önden Çekiş,5.9,43.0,0.0,1,12,Accent Blue 1.4 D-CVVT Mode Plus
 Adana,255000.0,Ford,Fiesta,1.25 Flair,2001,292000.0,Düz,Benzin,Hatchback/5,1753.0,60.0,Önden Çekiş,6.1,42.0,0.0,0,4,Fiesta 1.25 Flair
 Adana,1325000.0,BMW,3 Serisi,320i ED Luxury Line,2014,163000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,5.3,60.0,0.0,1,0,3 Serisi 320i ED Luxury Line
 Adana,1265000.0,BMW,3 Serisi,320d Sport Line,2013,365000.0,Otomatik,Dizel,Sedan,1995.0,184.0,Arkadan İtiş,4.4,57.0,0.0,2,0,3 Serisi 320d Sport Line
 Adana,625000.0,Toyota,Corolla,1.33 Comfort,2012,210000.0,Düz,LPG & Benzin,Sedan,1329.0,99.0,Önden Çekiş,5.9,55.0,0.0,0,0,Corolla 1.33 Comfort
 Adana,640000.0,Renault,Megane,1.6 Exception,2009,179000.0,Düz,LPG & Benzin,Sedan,1598.0,110.0,Önden Çekiş,6.8,60.0,0.0,0,0,Megane 1.6 Exception
 Adana,1185000.0,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2016,235000.0,Yarı Otomatik,Dizel,Sedan,1598.0,120.0,Önden Çekiş,4.0,66.0,0.0,0,9,Passat 1.6 TDi BlueMotion Trendline
 Adana,660000.0,Hyundai,Getz,1.4 DOHC Start,2010,230000.0,Otomatik,LPG & Benzin,Hatchback/5,1399.0,97.0,Önden Çekiş,6.7,45.0,0.0,0,1,Getz 1.4 DOHC Start
 Adana,235000.0,Fiat,Palio,1.4 EL,2001,283000.0,Düz,LPG & Benzin,Hatchback/5,1368.0,77.0,Önden Çekiş,6.1,51.0,0.0,0,0,Palio 1.4 EL
 Adana,2235000.0,BMW,5 Serisi,520d M Sport,2017,272500.0,Otomatik,Dizel,Sedan,1801.0,176.0,Arkadan İtiş,5.2,70.0,0.0,0,0,5 Serisi 520d M Sport
 Adana,597000.0,Hyundai,Accent Era,1.4 Team,2010,214000.0,Düz,LPG & Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.5,45.0,0.0,0,1,Accent Era 1.4 Team
 Adana,790000.0,Ford,Focus,1.6 Ti-VCT Style,2012,210000.0,Yarı Otomatik,LPG & Benzin,Sedan,1596.0,125.0,Önden Çekiş,6.0,55.0,0.0,0,0,Focus 1.6 Ti-VCT Style
 Adana,565000.0,Fiat,Egea,1.3 Multijet Easy,2015,225000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,5000.0,3,7,Egea 1.3 Multijet Easy
 Adana,285000.0,Fiat,Albea,Sole 1.4 Fire Dynamic,2008,275000.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş,6.2,48.0,1500.0,0,10,Albea Sole 1.4 Fire Dynamic
 Adana,2055000.0,Audi,A3,A3 Sedan 30 TFSI Advanced,2021,123000.0,Yarı Otomatik,Hibrit,Sedan,999.0,110.0,Önden Çekiş,4.5,45.0,0.0,0,0,A3 A3 Sedan 30 TFSI Advanced
 Adana,620000.0,Volkswagen,Passat,1.6 FSi Comfortline,2006,245000.0,Düz,Benzin,Sedan,1598.0,115.0,Önden Çekiş,7.5,70.0,0.0,0,2,Passat 1.6 FSi Comfortline
 Adana,835000.0,Volkswagen,Golf,1.6 TDi BlueMotion Midline Plus,2016,218000.0,Düz,Dizel,Hatchback/5,1401.0,76.0,Önden Çekiş,3.8,50.0,0.0,0,1,Golf 1.6 TDi BlueMotion Midline Plus
 Adana,1695000.0,Volkswagen,Golf,1.0 eTSI Life,2022,47000.0,Yarı Otomatik,Hibrit,Hatchback/5,999.0,110.0,Önden Çekiş,4.0,50.0,0.0,0,0,Golf 1.0 eTSI Life
 Adana,1025000.0,Toyota,Corolla,1.6 Comfort Extra,2011,57000.0,Otomatik,Benzin,Sedan,1401.0,101.0,Önden Çekiş,7.0,55.0,0.0,0,0,Corolla 1.6 Comfort Extra
 Adana,1800000.0,BMW,5 Serisi,520i Business,2015,200000.0,Otomatik,Benzin,Sedan,1601.0,176.0,Önden Çekiş,10.2,80.0,0.0,0,0,5 Serisi 520i Business
 Adana,1000000.0,Fiat,Egea,1.4 Fire Urban,2023,26000.0,Düz,LPG & Benzin,Sedan,1368.0,95.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Urban
 Adana,1790000.0,Renault,Talisman,1.3 Tce Icon,2021,72000.0,Yarı Otomatik,Benzin,Sedan,1333.0,160.0,Önden Çekiş,5.6,51.0,132000.0,1,0,Talisman 1.3 Tce Icon
 Adana,429000.0,Ford,Fiesta,1.25 Trend,2011,374000.0,Düz,LPG & Benzin,Hatchback/5,1242.0,82.0,Önden Çekiş,5.7,42.0,0.0,0,6,Fiesta 1.25 Trend
 Adana,485000.0,Fiat,Egea,1.3 Multijet Urban Plus,2019,285000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,11,Egea 1.3 Multijet Urban Plus
 Adana,1050000.0,Hyundai,i20,1.4 MPI Style,2019,71500.0,Otomatik,Benzin,Hatchback/5,1201.0,76.0,Önden Çekiş,6.4,50.0,16654.0,3,2,i20 1.4 MPI Style
 Adana,384000.0,Hyundai,Accent Blue,1.4 CVVT Mode Plus,2016,350000.0,Düz,LPG & Benzin,Sedan,1401.0,101.0,Önden Çekiş,5.9,43.0,0.0,0,10,Accent Blue 1.4 CVVT Mode Plus
 Adana,3150000.0,Mercedes-Benz,E,220 D Exclusive,2017,169000.0,Otomatik,Dizel,Sedan,1801.0,176.0,4WD (Sürekli),4.8,50.0,42.0,1,2,E 220 D Exclusive
 Adana,350000.0,Peugeot,307,1.6 Pack,2005,268000.0,Düz,LPG & Benzin,Station wagon,1587.0,110.0,Önden Çekiş,7.7,60.0,5000.0,2,10,307 1.6 Pack
 Adana,1275000.0,BMW,3 Serisi,320d xDrive M Sport,2014,350000.0,Otomatik,Dizel,Sedan,1995.0,184.0,4WD (Sürekli),4.7,57.0,0.0,0,0,3 Serisi 320d xDrive M Sport
 Adana,265500.0,Mercedes-Benz,200,E,1989,187360.0,Düz,LPG & Benzin,Sedan,1997.0,118.0,Arkadan İtiş,10.0,70.0,0.0,0,0,200 E
 Adana,235500.0,Renault,Scenic,1.9 dCi Dynamique,2003,76465.0,Düz,Dizel,Hatchback/5,1870.0,120.0,Önden Çekiş,5.8,60.0,0.0,0,0,Scenic 1.9 dCi Dynamique
 Adana,665000.0,Opel,Astra,1.3 CDTI Enjoy Elegance,2011,252000.0,Otomatik,Dizel,Hatchback/5,1201.0,76.0,Önden Çekiş,4.8,52.0,0.0,0,0,Astra 1.3 CDTI Enjoy Elegance
 Adana,819750.0,Volkswagen,Jetta,1.4 TSi Comfortline,2013,180000.0,Yarı Otomatik,Benzin,Sedan,1390.0,122.0,Önden Çekiş,6.0,55.0,0.0,2,0,Jetta 1.4 TSi Comfortline
 Adana,620000.0,Opel,Insignia,2.0 CDTI Edition,2011,193278.0,Otomatik,Dizel,Sedan,1801.0,126.0,Önden Çekiş,6.7,70.0,1550.0,1,1,Insignia 2.0 CDTI Edition
 Adana,1430000.0,Skoda,Octavia,1.6 TDI Elegance CR,2014,141000.0,Otomatik,Dizel,Sedan,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,0,0,Octavia 1.6 TDI Elegance CR
 Adana,550000.0,Opel,Astra,1.6 Enjoy,2012,154200.0,Otomatik,Benzin,Hatchback/5,1598.0,115.0,Önden Çekiş,7.1,56.0,112425.0,3,3,Astra 1.6 Enjoy
 Adana,1049000.0,Mercedes-Benz,S,S 500 500 L,1999,382000.0,Otomatik,Benzin,Sedan,4966.0,307.0,Arkadan İtiş,13.4,88.0,0.0,0,0,S S 500 500 L
 Adana,1120000.0,Fiat,Egea,1.4 Fire Urban,2025,14000.0,Düz,Benzin,Sedan,1201.0,76.0,Önden Çekiş,6.4,45.0,0.0,0,0,Egea 1.4 Fire Urban
 Adana,299000.0,Citroen,C1,1.4 HDi SX,2007,301000.0,Düz,Dizel,Hatchback/5,1398.0,55.0,Önden Çekiş,4.1,35.0,0.0,2,10,C1 1.4 HDi SX
 Adana,385000.0,Suzuki,Swift,1.3 MT 4X4,2008,281000.0,Düz,LPG & Benzin,Hatchback/5,1328.0,93.0,4WD (Sürekli),6.5,40.0,0.0,0,2,Swift 1.3 MT 4X4
 Adana,1175000.0,Skoda,Octavia,1.0 e-Tec Elite,2021,172322.0,Yarı Otomatik,Benzin,Hatchback/5,999.0,110.0,Önden Çekiş,4.3,48.0,3022025.0,2,4,Octavia 1.0 e-Tec Elite
 Adana,1188000.0,Renault,Clio,1.0 TCe Joy,2023,19500.0,Otomatik,Benzin,Hatchback/5,999.0,90.0,Önden Çekiş,5.0,42.0,0.0,0,0,Clio 1.0 TCe Joy
 Adana,675000.0,Opel,Corsa,1.2 T Innovation,2020,68000.0,Düz,Benzin,Hatchback/5,1199.0,100.0,Önden Çekiş,4.3,44.0,0.0,3,0,Corsa 1.2 T Innovation
 Adana,434750.0,Fiat,Egea,1.3 Multijet Urban Plus,2020,187000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Urban Plus
 Adana,444750.0,Fiat,Egea,1.3 Multijet Urban Plus,2020,185000.0,Düz,Dizel,Sedan,1201.0,76.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Urban Plus
 Adana,455000.0,Ford,Fiesta,1.4 TDCi Trend,2010,279000.0,Düz,Dizel,Hatchback/5,1201.0,51.0,Önden Çekiş,4.2,45.0,3500.0,0,5,Fiesta 1.4 TDCi Trend
 Adana,659900.0,Opel,Astra,1.6 Business,2014,233000.0,Düz,LPG & Benzin,Sedan,1598.0,115.0,Önden Çekiş,6.5,56.0,0.0,1,0,Astra 1.6 Business
 Adana,1899999.0,BMW,3 Serisi,320i ED 40th Year Edition,2015,176000.0,Otomatik,Benzin,Sedan,1401.0,151.0,Arkadan İtiş,5.3,60.0,0.0,0,0,3 Serisi 320i ED 40th Year Edition
 Adana,1375000.0,Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,2015,255000.0,Otomatik,Dizel,Sedan,1801.0,126.0,Önden Çekiş,5.2,70.0,0.0,0,0,Passat 2.0 TDi BlueMotion Comfortline
 Adana,810000.0,Fiat,Egea,1.3 Multijet Easy,2017,129000.0,Düz,Dizel,Sedan,1248.0,95.0,Önden Çekiş,4.1,45.0,0.0,0,0,Egea 1.3 Multijet Easy
 Adana,975000.0,Toyota,Auris,1.6 Advance Skypack,2013,173000.0,Otomatik,LPG & Benzin,Hatchback/5,1598.0,132.0,Önden Çekiş,5.7,50.0,0.0,2,4,Auris 1.6 Advance Skypack
 Adana,236500.0,Fiat,Linea,1.3 Multijet Dynamic,2012,430000.0,Düz,Dizel,Sedan,1248.0,90.0,Önden Çekiş,4.9,45.0,0.0,1,9,Linea 1.3 Multijet Dynamic
 Adana,650000.0,Fiat,Linea,1.4 Fire Actual Plus,2013,98250.0,Düz,LPG & Benzin,Sedan,1368.0,77.0,Önden Çekiş,6.3,45.0,0.0,0,0,Linea 1.4 Fire Actual Plus
 Adana,2279000.0,Audi,A3,A3 Sedan 35 TFSI S-Line,2021,121000.0,Yarı Otomatik,Hibrit,Sedan,1498.0,150.0,Önden Çekiş,4.9,50.0,0.0,0,0,A3 A3 Sedan 35 TFSI S-Line
 Adana,719500.0,DS,DS4,1.6 e-HDi D-Sport,2012,219900.0,Yarı Otomatik,Dizel,Hatchback/5,1560.0,114.0,Önden Çekiş,4.4,60.0,0.0,1,7,DS4 1.6 e-HDi D-Sport
 Adana,970000.0,Volkswagen,Polo,1.0 TSi Comfortline,2017,95000.0,Düz,Benzin,Hatchback/5,999.0,95.0,Önden Çekiş,4.4,40.0,0.0,0,4,Polo 1.0 TSi Comfortline
 Adana,730000.0,Honda,Civic,1.6i VTEC ES,2006,264000.0,Düz,LPG & Benzin,Sedan,1590.0,110.0,Önden Çekiş,6.5,50.0,0.0,0,0,Civic 1.6i VTEC ES
 Adana,815000.0,Seat,Ibiza,1.2 TSI Style,2016,123000.0,Düz,Benzin,Hatchback/5,1197.0,90.0,Önden Çekiş,4.9,45.0,0.0,0,2,Ibiza 1.2 TSI Style
 Adana,420000.0,Ford,Focus,1.6 Comfort,2004,269800.0,Otomatik,LPG & Benzin,Sedan,1596.0,100.0,Önden Çekiş,7.8,55.0,0.0,1,4,Focus 1.6 Comfort
 Adana,788000.0,Renault,Clio,1.5 dCi Icon,2017,210000.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.7,45.0,0.0,4,4,Clio 1.5 dCi Icon
 Adana,1225000.0,Ford,Focus,1.6 Ti-VCT Trend X,2018,116780.0,Düz,LPG & Benzin,Hatchback/5,1596.0,125.0,Önden Çekiş,5.9,55.0,0.0,0,0,Focus 1.6 Ti-VCT Trend X
 Adana,335000.0,Citroen,C3,1.4 HDi X Furio,2009,322000.0,Düz,Dizel,Hatchback/5,1398.0,71.0,Önden Çekiş,4.4,47.0,0.0,0,0,C3 1.4 HDi X Furio
 Adana,258500.0,Citroen,C3,1.4 HDi SX,2005,300000.0,Düz,Dizel,Hatchback/5,1201.0,76.0,Önden Çekiş,4.3,45.0,0.0,0,4,C3 1.4 HDi SX
 Adana,875000.0,Volkswagen,Jetta,1.4 TSi Trendline,2014,236000.0,Otomatik,Benzin,Sedan,1201.0,101.0,Önden Çekiş,6.2,55.0,26.0,0,1,Jetta 1.4 TSi Trendline
 Adana,1678000.0,Volkswagen,Passat,1.6 TDi BlueMotion Business,2019,183000.0,Yarı Otomatik,Dizel,Station wagon,1598.0,120.0,Önden Çekiş,4.4,66.0,0.0,0,0,Passat 1.6 TDi BlueMotion Business
 Adana,1080000.0,Volkswagen,Jetta,1.2 TSi Trendline,2013,130000.0,Yarı Otomatik,Benzin,Sedan,1197.0,105.0,Önden Çekiş,5.4,55.0,0.0,0,0,Jetta 1.2 TSi Trendline
 Adana,985000.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,2016,258000.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.9,50.0,0.0,1,1,Golf 1.6 TDi BlueMotion Comfortline
 Adana,1039000.0,Dacia,Sandero,1.5 dCi Stepway,2017,38500.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.8,50.0,0.0,0,0,Sandero 1.5 dCi Stepway
 Adana,1039000.0,Dacia,Sandero,1.5 dCi Stepway,2017,38500.0,Yarı Otomatik,Dizel,Hatchback/5,1461.0,90.0,Önden Çekiş,3.8,50.0,0.0,0,0,Sandero 1.5 dCi Stepway
 Adana,295000.0,Hyundai,Accent Era,1.4 Team,2011,324000.0,Düz,LPG & Benzin,Sedan,1399.0,97.0,Önden Çekiş,6.5,45.0,0.0,0,11,Accent Era 1.4 Team
 Adana,735750.0,Volkswagen,Golf,1.6 Trendline,2012,148000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,102.0,Önden Çekiş,7.1,55.0,0.0,4,2,Golf 1.6 Trendline
 Adana,699750.0,Skoda,Octavia,1.4 TSI Elegance,2012,180000.0,Yarı Otomatik,Benzin,Hatchback/5,1390.0,122.0,Önden Çekiş,6.3,55.0,0.0,1,6,Octavia 1.4 TSI Elegance
 Adana,1728000.0,Seat,Leon,1.4 EcoTSI FR,2017,78000.0,Otomatik,Benzin,Hatchback/5,1201.0,126.0,Önden Çekiş,4.9,50.0,0.0,0,0,Leon 1.4 EcoTSI FR
 Adana,1150000.0,Seat,Leon,1.4 EcoTSI FR,2016,232000.0,Yarı Otomatik,Benzin,Hatchback/5,1395.0,150.0,Önden Çekiş,4.9,50.0,20.0,0,0,Leon 1.4 EcoTSI FR
 Adana,639000.0,Volkswagen,Polo,1.4 TDi Trendline,2016,200000.0,Düz,Dizel,Hatchback/5,1422.0,75.0,Önden Çekiş,3.6,45.0,0.0,3,7,Polo 1.4 TDi Trendline
 Adana,440000.0,Renault,Symbol,1.4 Expression Plus,2011,190000.0,Düz,LPG & Benzin,Sedan,1390.0,75.0,Önden Çekiş,7.1,50.0,0.0,2,0,Symbol 1.4 Expression Plus
 Adana,1095000.0,Skoda,Octavia,1.6 TDI Optimal,2017,152350.0,Otomatik,Dizel,Hatchback/5,1401.0,101.0,Önden Çekiş,3.8,50.0,16112018.0,2,1,Octavia 1.6 TDI Optimal
 Adana,365000.0,Ford,Focus,1.6 Ghia,1999,380000.0,Düz,LPG & Benzin,Hatchback/5,1596.0,100.0,Önden Çekiş,6.9,55.0,0.0,0,2,Focus 1.6 Ghia
 Adana,360000.0,Seat,Cordoba,1.4 TDI Stylance,2008,256350.0,Düz,Dizel,Sedan,1422.0,80.0,Önden Çekiş,4.6,45.0,0.0,1,3,Cordoba 1.4 TDI Stylance
 Adana,585000.0,Skoda,Fabia,1.0 GreenTec Ambition,2016,193000.0,Düz,Benzin,Hatchback/5,999.0,75.0,Önden Çekiş,4.8,45.0,5.0,0,12,Fabia 1.0 GreenTec Ambition
 Adana,720000.0,Seat,Ibiza,1.0 Style,2020,129500.0,Düz,Benzin,Hatchback/5,999.0,80.0,Önden Çekiş,4.9,40.0,0.0,0,9,Ibiza 1.0 Style
 Adana,475000.0,Volkswagen,Polo,1.6 TDi Comfortline,2010,221000.0,Düz,Dizel,Hatchback/5,1401.0,76.0,Önden Çekiş,4.2,45.0,0.0,0,0,Polo 1.6 TDi Comfortline
 Adana,485000.0,Volkswagen,Polo,1.6 TDi Comfortline,2011,395000.0,Düz,Dizel,Hatchback/5,1401.0,76.0,Önden Çekiş,4.2,45.0,0.0,0,0,Polo 1.6 TDi Comfortline
 Adana,1288500.0,Renault,Megane,1.5 Blue DCI Touch,2020,148250.0,Yarı Otomatik,Dizel,Sedan,1461.0,115.0,Önden Çekiş,4.2,49.0,11000.0,0,0,Megane 1.5 Blue DCI Touch
 Adana,975000.0,Volkswagen,Polo,1.4 TDi Comfortline,2016,170000.0,Yarı Otomatik,Dizel,Hatchback/5,1422.0,90.0,Önden Çekiş,3.5,45.0,0.0,0,1,Polo 1.4 TDi Comfortline
 Adana,679950.0,Volkswagen,Passat,1.4 TSi BlueMotion Highline,2011,250000.0,Düz,Benzin,Sedan,1390.0,122.0,Önden Çekiş,5.9,70.0,0.0,0,7,Passat 1.4 TSi BlueMotion Highline
 Adana,299000.0,Seat,Leon,1.6 Signo,2000,420000.0,Düz,LPG & Benzin,Hatchback/5,1595.0,100.0,Önden Çekiş,7.7,55.0,0.0,1,0,Leon 1.6 Signo
 Adana,2395000.0,Skoda,SuperB,1.5 TSI Prestige,2022,115000.0,Yarı Otomatik,Benzin,Sedan,1498.0,150.0,Önden Çekiş,5.4,66.0,0.0,0,0,SuperB 1.5 TSI Prestige
 Adana,1048500.0,Renault,Megane,1.2 TCe Touchrome,2017,183000.0,Yarı Otomatik,Benzin,Hatchback/5,1198.0,130.0,Önden Çekiş,5.4,47.0,0.0,0,0,Megane 1.2 TCe Touchrome
 Adana,775000.0,Volkswagen,Golf,1.4 TSi Comfortline,2012,222000.0,Düz,LPG & Benzin,Hatchback/5,1201.0,101.0,Önden Çekiş,6.0,55.0,0.0,0,1,Golf 1.4 TSi Comfortline
 Adana,839000.0,Renault,Clio,1.5 dCi Icon,2014,105000.0,Düz,Dizel,Hatchback/5,1401.0,76.0,Önden Çekiş,3.6,45.0,0.0,0,0,Clio 1.5 dCi Icon
